"Apr 21, 2016",VSCode very quickly got to nearly being my default editor.  One thing I'm missing is something like https://atom.io/packages/symbols-tree-view where I can view the structure of a file whilst editing. I've used this view across many editors for years.,
"Apr 21, 2016","Ideally, it would expose API this for extension authors.",
"Apr 21, 2016",This is available though not as a separate view and a flat list. You can press Ctrl+Shift+O to get a symbol outline of the currently open file.Ctrl+T shows all symbols in the workspace. You can type in there to filter the list down.,
"Apr 21, 2016","Thanks Dirk.  Yes, I saw that already, but I find it less of an interruption when that view is constantly onscreen in a separate panel.  Also, the ability to filter this list so as e.g. not to include variables is useful - which is harder to do in a pop-down view.",
"Apr 21, 2016","@dbaeumer Sometimes, this seems to cut off unnecessarily early, see here:Thinking about it, I probably even like the current approach better, need to get used to it a little, but it is faster to use compared with traditional outline presentation.",
"Apr 22, 2016",@bgse known issue. I opened a issue in the TS repository for this.,
"Aug 17, 2016",Had a request for this for Dart Code. Am I right in assuming we can't implement this (even ourselves) and would need support from Code?,
"Aug 17, 2016","Not sure TBH.  I'm still interested in it, but my (available_time / skill_set_proficiency) isn't likely to find me investigating any time soon. Appreciate any other efforts here.",
"Aug 18, 2016",@DanTup you mean a tree view. Yes. this would need support from the Workbench. Filling the Ctrl+Shift+O flat list is API.,
"Aug 18, 2016","@dbaeumer Yeah, I meant the tree - we're already providing the document symbols for the flat list. Thanks for confirming!",
