"Jan 11, 2019","This PR introduces a new feature to allow an HTML document to be inset inside a code editor at a given line of code. This feature is exposed to extensions to support a variety of use cases. To illustrate the feature, the PR includes an extension that looks for specially formatted comments in JS/TS files, e.g.// INLINE some-urland embeds the contents of that URL directly below the comment line. Another use case is to support a user experience like computations notebooks (e.g. Jupyter) in which script results are shown inlined inside the script code.This PR is an MVP to illustrate the feature.",
"Jan 11, 2019","Hi @rdeline, is there an open issue tracking this feature request? Please see our contributing guidelines, we ask that PRs address open issues.Things like new extension APIs must be discussed with and agreed upon by the feature owner",
"Jan 12, 2019","Sorry, @RMacfarlane, it's my first PR, so I don't know the conventions. :) Relevant issues include 41775 (which this PR directly addresses), and 34739, and 39492 (which this PR enables, with a further change in the Python extension, which I've also done).",
"Jan 18, 2019",Linking #3220 which I believe was the first request of this kind,"['https://github.com/microsoft/vscode/issues/3220', 'https://github.com/microsoft/vscode/issues/3220']"
"Jan 23, 2019","Would this PR allow the HTML/JS to ""return"" something to the code? example: #66493","['https://github.com/microsoft/vscode/issues/66493', 'https://github.com/microsoft/vscode/issues/66493']"
"Jan 23, 2019","@leocb Yes, it could. The feature is implemented using a webview element, and there is a communication channel between Code and the webview. So, the JS code hosted in the webview can post a message, which the extension can listen for. In the PR, the inline-doc extension uses this approach to communicate the size of the HTML content.",
"Jan 27, 2019","@jrieken Looking at the VS Code PR requests, I see some open from 2016, and some merged two days ago. As a result, I thought it was worth asking - is it, and if so when is it, likely that this PR will be merged?( I come from an extension that is deeply interested in this functionality)",
"Jan 28, 2019",@tecosaur Yes - we do have interest in the PR. No - we don't have a timeline.,
"Jan 28, 2019","@rdeline Thanks so far. I did take this for spin and things look promising. Everything is weird into the right places and it's more about the following itemstest how well this works in real life as every web view is a separate process.tweak the APIWrt the API we actually wanna go away from the URL-approach and expose the WebViews instead. Something like thisclass CodeInset {  id: string;  range: Range;  height?:number;}export interface CodeInsetProvider {  //...  resolveCodeInset(inset: CodeInset, webview: Webview, token: CancellationToken): Promise&lt;void&gt;}So, the extension provides the insets and the editor calls back with a web view which can be managed by the extension, e.g. webview.html = someHtml. That will also enable the bidi-communication it supports and webview-code will know when a web view is being terminated etc.",
"Feb 2, 2019","@jrieken  I like this tweak to the API, particularly since it means that extensions won't have to implement both a CodeInsetProvider and TextDocumentContentProvider to put original HTML in the editor. This suggestion nicely combines these into one class.I'm trying to update the PR to implement this change, but it's a struggle. The issue is this. The webview needs to be created by MainThreadWebviews.$createWebview in order for an extension to make calls on it. However, the webview also needs to be available to the code inset editor contribution, namely CodeInsetController. So far, I'm not seeing a good way to wire these two components together. Any suggestions would be very welcome. Maybe MainThreadWebviews needs to be a service so that the code inset editor contribution can ask for it in its constructor.",
"Feb 7, 2019","I've updated the PR to reflect the requested API change that @jrieken requested. The new API is definitely nicer as can be seen in extensions/inline-doc/extension.ts. I found a way to wire up the pieces that I think is reasonable, but of course all suggestions are welcome.I think there's an interesting speed/space trade-off with this feature. Webviews both take up memory and are noticeably slow to load. To optimize for space, one could allocate webviews only for the currently visible viewport, but the loading delay would be noticeable to the user. I think it's up to the core Code team to decide an appropriate policy for this trade-off.",
"Feb 11, 2019","@rdeline We have finished our February planning and we wanna go forward with this. The goal is to get this merged quickly and that we take over for the final bits. No promise on when we expose this a real API, for now this will be proposed and we will experiment with the overall performance first. As next steps I would propose merge with master one more time move the sample extension so that it doesn't become part of vs code",
"Feb 11, 2019",Can we get a screenshot please?,
"Feb 12, 2019","@rdeline I have squashed and rebased your commits into 98aec46. I have also pushed a few commits which makes code insets a workbench feature - I moved  declarations of interfaces and settings. Also, I have pushed 2517974 which undoes some seemingly unrelated changes.",
"Feb 12, 2019",Screen shot of the sample extension to inline arbitrary URLs inside the code:,
"Feb 12, 2019",Will it be possible to create floating webviews with this?,
