"Feb 22, 2016",LightTable and Swift allow for inline evaluation which also places the results in line with the particular line of source which was evaluated.A new widget would be necessary for this. This widget would be able to hold values or arrays or plots with arrays and plots requiring expansion to be shown fully as to not clutter the editor. The widget would not be dismissed upon losing focus and multiple widgets are possible in the editor.https://github.com/JunoLab/atom-ink and https://github.com/nteract/hydrogen are two examples of this done in atom.Below are two example images from Juno which is based on LightTable.,"['https://github.com/JunoLab/atom', 'https://github.com/JunoLab/atom', 'https://github.com/nteract/hydrogen', 'https://github.com/nteract/hydrogen']"
"Feb 22, 2016",A first good step would be to write an extension and use the registerHoverProvider API.ping @jrieken,
"Feb 22, 2016","A hover provider should make a decent stopgap for everything but arrays I think. Will see what can be done with that so long.On 22 Feb 2016, at 11:34, João Moreno notifications@github.com wrote:A first good step would be to write an extension and use the registerHoverProvider API.ping @jrieken—Reply to this email directly or view it on GitHub.",
"Apr 27, 2016",+1 This would be a great feature!,
"Apr 27, 2016",Maybe we should think about making the peek experience more rich. Like allowing to preview an html document inside peek,
"Apr 28, 2016","+1 also. Would love to work on an extension for inline evaluation of Typescript/Javascript using something like this.Something similar to how Jetbrain's tools show inline results in a simple text representation as comments at the end of each line could also be good, but I think allowing more visual representations with arbitrary HTML would be much more valuable and obviously flexible.I've made a few attempts at doing this myself but I don't really know where to start.",
"Apr 28, 2016","I feel there's real value in being able to display results and other items like documentation on the same editor surface. I suspect this sort of ""same surface"" in line results will require core editor support.more visual representations with arbitrary HTML would be much more valuable and obviously flexible.Completely agree with @andrewshand, having the results be html with their own css would make it possible to for instance display exceptions in smaller red font contained in a box, or display docs just below a function/method name. While smaller/shorter items go well at the end of a row of text, larger inline results/errors/docs/etc need to be below and not overlay the lines below, just move lines down.",
"Sep 19, 2016",We are exploring this in September and will likely make this happen in October - stay tuned and drop a line about your use-cases/requirements but keep the scope in mind pls.,
"Sep 22, 2016","@jrieken It looks like sublime text just added something similar, Phantoms, which is worth looking at for ideas.https://www.sublimetext.com/blog/articles/sublime-text-3-build-3124http://www.sublimetext.com/docs/3/api_reference.html#sublime.PhantomAlso, can I ask a question, when you say ""drop a line about use-cases/requirements"", do you mean to post messages on this thread, or to send you messages directly?",
"Sep 26, 2016","@mikeball drop a line hereThe current thinking is to keep this simple and one-way'ed so very similar to the previewHtml command. The underlying implementation will likely use a web view which means full html+js+css available (isolated in a separate process). We still have to explore/revisit the technical limitations that has, like not being able to reparent a web-view et al",
