"May 21, 2016","I use this customized icon by Santiago Ramos Panalés, and would like to petition for to be made the official Visual Studio Code icon on Mac OS X. I have not asked the artists permission before submitting this feature request.It looks fantastic and follows [Apples OS X Human Interface Guidelines], while the current icon looks out of place in both the dock and the application launcher.Images for comparison:",
"May 26, 2016","@lyret thank you for the suggestion!  we are actually working on a new icon for VS Code, we'll take this design into consideration.",
"Apr 4, 2017","Thumbs up for this. I recently switched from Atom and Sublime to VSCode. I like everything else, but the app icon is ugly and also too bland. The app icon is easily missed while switching app with cmd-tab. I don't know why, but possibly because of the ""blandness"".",
"Apr 15, 2017",I recently did this. ,
"Jul 7, 2017","This is the original, still open icon issue... I'm going to resolve all other icon issues against this one.",
"Jul 7, 2017","Changing title to reflect that we need a new icon for all platforms, not just MacOS",
"Aug 2, 2017",@chrisdias assigning this to august milestone since I do not think we are doing anything regarding this in this milestone.,
"Aug 4, 2017","Not trying to spam people, but given how many issues created on this and how long this has been open, hope we don't need to wait for multiple months still for it to happen!",
"Aug 7, 2017",we're working on it.... :-),
"Aug 15, 2017",ex:and converted to icns for Mac:vscode.icns.zip,['https://github.com/Microsoft/vscode/files/1224256/vscode.icns.zip']
"Aug 16, 2017",Best I've seen so far is this one: https://dribbble.com/shots/3168520-Visual-Studio-Code-Icon-Replacement,
"Aug 16, 2017",@sldobri 's icon seems a bit bigger than the original design in #17066. It's also bigger than other mac app icons. Would love to make sure the final design can have the same size as other icons :) I think the size of the current icon is a major thing that bothers me (other than it being too flat).,"['https://github.com/microsoft/vscode/issues/17066', 'https://github.com/microsoft/vscode/issues/17066']"
"Aug 23, 2017","Stable Mac, Windows/LinuxInsiders The ""Iterations on infinity"" blog post does a good job explaining how we arrived at the latest Visual Studio family of icons, along with many of the challenges. For VS Code specifically, we took our time to iterate on a number of ""editor"" related symbols before pivoting to a subset of the infinity symbol. We feel that the icon denotes ""openness"". It conveys that VS Code is (in a good way) a subset of  our big brother, the Visual Studio IDE. And, if you look hard enough, you'll find a small tribute to a great mind.The new icons will appear in Insiders shortly and will be in Stable when we release the August iteration in early September.",
"Oct 24, 2017","we are changing the orange to blue, you can read more here: https://code.visualstudio.com/blogs/2017/10/24/theicon","['https://code.visualstudio.com/blogs/2017/10/24/theicon', 'https://code.visualstudio.com/blogs/2017/10/24/theicon']"
"Oct 24, 2017","Much prefer the blue, but really don't like the card background. Also none tilted would be better for me.After seeing a comment above, I can't unsee the shark eating the small fish. ;-)",
"Oct 24, 2017","summary: ""fish being eaten by a shark"" icon stays. color reverts.i personally believe that is the wrong call. godspeed.",
"Oct 24, 2017","Uhm, I better liked the orange one (or green for insiders) than this one.Anyone else has Atom-like icon for insiders version?",
"Oct 25, 2017",@darkocolak this is a completely separate issue... see #36665,"['https://github.com/darkocolak', 'https://github.com/microsoft/vscode/issues/36665', 'https://github.com/microsoft/vscode/issues/36665']"
"Oct 25, 2017",@darkocolak Atom-like iconthis is the generic Electron icon btw,
