"<relative-time class=""no-wrap"" datetime=""2015-11-23T18:17:53Z"">Nov 23, 2015</relative-time>","Ubuntu 12.04, VSCode 0.10.1Several times VS Code has become unresponsive overnight on the above configuration (locked). Here is the program output:$ code .bash: cannot set terminal process group (-1): Inappropriate ioctl for devicebash: no job control in this shell&lt;--- Last few GCs ---&gt;173527197 ms: Scavenge 1397.0 (1457.6) -&gt; 1397.0 (1457.6) MB, 1.8 / 0 ms [allocation failure] [incremental marking delaying mark-sweep].173527199 ms: Scavenge 1397.0 (1457.6) -&gt; 1397.0 (1457.6) MB, 1.9 / 0 ms [allocation failure] [incremental marking delaying mark-sweep].173529040 ms: Mark-sweep 1397.0 (1457.6) -&gt; 1396.9 (1457.6) MB, 1841.7 / 98 ms [last resort gc].173530775 ms: Mark-sweep 1396.9 (1457.6) -&gt; 1396.1 (1457.6) MB, 1735.0 / 5 ms [last resort gc].&lt;--- JS stacktrace ---&gt;==== JS stack trace =========================================Security context: 0x8a48933a859 &lt;String[7]: file://&gt;    1: _completed [file:////home/local/ANT/daniimms/VSCode-linux-x64/resources/app/out/vs/workbench/workbench.main.js:~1544] [pc=0x23ff9b465433] (this=0x1a37262790b1 &lt;JS Object&gt;,e=0x1cd36e9041b9 &lt;undefined&gt;)    2: arguments adaptor frame: 0-&gt;1    6: bound  [native v8natives.js:1208] [pc=0x23ff99a26270] (this=0x8a489346089 &lt;JS Global Object&gt;)==== Details =============================...Failed to get crash dump id.Report Id: events.js:141      throw er; // Unhandled 'error' event      ^Error: channel closed    at process.target.send (internal/child_process.js:509:16)    at Console.console.error (/home/local/ANT/daniimms/VSCode-linux-x64/resources/app/out/bootstrap.js:5:937)    at process.&lt;anonymous&gt; (/home/local/ANT/daniimms/VSCode-linux-x64/resources/app/out/bootstrap.js:5:1340)    at emitOne (events.js:77:13)    at process.emit (events.js:169:7)    at process._fatalException (node.js:223:26)[VS Code]: detected unresponsiveThis has never occurred with Atom.",
"<relative-time class=""no-wrap"" datetime=""2015-12-09T16:55:34Z"">Dec 9, 2015</relative-time>","This seems to happen consistently every night I leave the computer running. It looks like it's unresponsive due to the CPU being maxed out. Maybe some infinite loop is somewhere, perhaps to do with file or git repo polling?",
"<relative-time class=""no-wrap"" datetime=""2015-12-09T17:25:00Z"">Dec 9, 2015</relative-time>",I wonder if the OS decides to put VSCode (Electron actually) into a state where it is causing this crash. I have pinged Electron if they have a clue.,
"<relative-time class=""no-wrap"" datetime=""2015-12-09T17:30:47Z"">Dec 9, 2015</relative-time>","Never happened on Atom fyi, at least on 1.19.x (from memory) and 1.2.4.",
"<relative-time class=""no-wrap"" datetime=""2015-12-21T01:32:07Z"">Dec 21, 2015</relative-time>","I have a similar issue, since the November update (0.10.2/0.10.3?). Just about every day I'd log in to find my VSCode windows left overnight have all crashed (with the standard uninformative/apologetic crash error, ""Visual Studio Code has crashed"").Today, after the 0.10.5 update, I had my first crash while I was there - unfortunately not while I was actively using it.Running VSCode on Windows 7 (64-bit), primarily using it as a JS editor on a very large project - nearly a million lines total (including libs I need to search, so are not excluded). No performance issues in normal use and I didn't notice any excessive resource usage leading up to today's crash.I'd be happy to provide more detailed error logs/info if someone can point me to them.",
"<relative-time class=""no-wrap"" datetime=""2015-12-21T20:15:24Z"">Dec 21, 2015</relative-time>","I'm getting the same basic issue as @Elusive138, when I leave code running overnight (every night), in the morning without fail I get ""Visual Studio Code has crashed"".",
"<relative-time class=""no-wrap"" datetime=""2015-12-22T17:12:22Z"">Dec 22, 2015</relative-time>","Still repros for me on vscode 0.10.5, Ubuntu 12.04",
"<relative-time class=""no-wrap"" datetime=""2015-12-28T07:41:08Z"">Dec 28, 2015</relative-time>","I tried to reproduce on Windows 10, Mac OS 10.11 and Ubuntu 15 without luck. I am suspecting an out of memory issue but for none of the above the memory was increasing much.Can someone try to reproduce this with the following conditions:does it reproduce when opening just an empty instance of code (File | Close Folder)does it reproduce when opening a workspace but not opening any file in the editor",
"<relative-time class=""no-wrap"" datetime=""2016-01-04T14:25:47Z"">Jan 4, 2016</relative-time>","Ubuntu 12.04, vscode 0.10.5 could not reproduce leaving it over the weekend with an empty instance.",
"<relative-time class=""no-wrap"" datetime=""2016-01-04T23:24:15Z"">Jan 4, 2016</relative-time>","It may well be a subtle memory leak, made apparent by the relatively high memory utilisation on this system.I left the computer at about 5:30 PM, with system memory commit slowly creeping up - it was 15,402 MB at 7:00 PM. At 3:09 AM was the closest approach to the system commit limit (17,682 MB), and commit usage dropped from 16,218 MB to 15,217 MB. I suspect this might be where VSCode crashed. Commit usage was stable around there until logging stopped around 6 AM (out of disk space - those performance counters are big!).Unfortunately I did not include all the VSCode processes so I do not have process-specific logging. I will try that tonight.Would be very useful if I could get the time of crash. Does VSCode leave logs anywhere?",
"<relative-time class=""no-wrap"" datetime=""2016-01-05T06:14:27Z"">Jan 5, 2016</relative-time>","Unfortunately I did not include all the VSCode processes so I do not have process-specific logging. I will try that tonight.That would be super useful, thanks!Currently vscode does not log to disk.",
"<relative-time class=""no-wrap"" datetime=""2016-01-05T06:14:58Z"">Jan 5, 2016</relative-time>",@Elusive138 can you share the workspace you let vscode running on?,
"<relative-time class=""no-wrap"" datetime=""2016-01-05T06:20:22Z"">Jan 5, 2016</relative-time>","@bpasero Unfortunately not. It is based on Ext JS, though, and that's where the majority of the (library) code is. I'll try a clean Ext JS workspace after this other testing is done, and see if it repros there.",
"<relative-time class=""no-wrap"" datetime=""2016-01-05T06:22:53Z"">Jan 5, 2016</relative-time>",@Elusive138 yes would be good to have a sample to reproduce on our end.,
"<relative-time class=""no-wrap"" datetime=""2016-01-05T23:55:16Z"">Jan 5, 2016</relative-time>","One of the code.exe processes (code#3 in the log, attached) seems to be leaking. Commit started at about 200 MB at 5:30 PM, and reached 460 MB by 9:00 AM the next day, with a constant increase:<a href=""https://cloud.githubusercontent.com/assets/1674237/12131088/bed3b2b6-b463-11e5-8d4b-2b0145e0c4b3.gif"" rel=""noopener noreferrer"" target=""_blank""><img alt=""leak"" src=""https://cloud.githubusercontent.com/assets/1674237/12131088/bed3b2b6-b463-11e5-8d4b-2b0145e0c4b3.gif"" style=""max-width:100%;""/>Handle count does not go up.<a href=""https://github.com/Microsoft/vscode/files/79216/vscode_memleak.zip"">vscode_memleak.zipThere was no crash this time, perhaps because I did not have as many other memory-intensive programs running. Might be able to test this in a VM with a low commit limit later.This log was created overnight with 3 large workspaces open in different windows. I'll try to narrow it down to a workspace I'm able to share.",
"<relative-time class=""no-wrap"" datetime=""2016-01-06T06:15:07Z"">Jan 6, 2016</relative-time>",@Elusive138 it would be helpful to understand the details of the process that leaks. Can you find its PID and then print its full meta data using ps aux | grep &lt;pid&gt;?,
"<relative-time class=""no-wrap"" datetime=""2016-01-06T06:16:27Z"">Jan 6, 2016</relative-time>","Ah, maybe this is on Windows, not sure :)?",
"<relative-time class=""no-wrap"" datetime=""2016-01-06T06:21:47Z"">Jan 6, 2016</relative-time>","@bpasero The command line is:""C:\Program Files (x86)\Microsoft VS Code\code.exe"" --type=renderer --no-sandbox --lang=en-US --app-user-model-id=Microsoft.VisualStudioCode --node-integration=true --device-scale-factor=1 --enable-delegated-renderer --num-raster-threads=4 --gpu-rasterization-msaa-sample-count=8 --content-image-texture-target=3553 --video-image-texture-target=3553 --disable-accelerated-video-decode --channel=""4896.1.1021371100\1043577992"" /prefetch:673131151Other details:<a href=""https://cloud.githubusercontent.com/assets/1674237/12136253/d92c9502-b499-11e5-965c-b22198b975ef.png"" rel=""noopener noreferrer"" target=""_blank""><img alt=""leaky-process-perf"" src=""https://cloud.githubusercontent.com/assets/1674237/12136253/d92c9502-b499-11e5-965c-b22198b975ef.png"" style=""max-width:100%;""/>The process tree:<br/><a href=""https://cloud.githubusercontent.com/assets/1674237/12136227/9603608a-b499-11e5-9d52-e4f947e63cd6.png"" rel=""noopener noreferrer"" target=""_blank""><img alt=""leaky-process"" src=""https://cloud.githubusercontent.com/assets/1674237/12136227/9603608a-b499-11e5-9d52-e4f947e63cd6.png"" style=""max-width:100%;""/>This is after another full day of use. As you can see, the process' memory usage appears to have risen linearly in that time (same workspace).",
"<relative-time class=""no-wrap"" datetime=""2016-01-06T06:24:32Z"">Jan 6, 2016</relative-time>",Ah... this isn't even the really bad one. The second-level code.exe below it was worse.4772 was the process that leaked overnight. The other one seems to have risen up due to my use during the day... I think.,
"<relative-time class=""no-wrap"" datetime=""2016-01-06T06:27:51Z"">Jan 6, 2016</relative-time>",@Elusive138 this looks like you have multiple windows open with Code is that true?,
"<relative-time class=""no-wrap"" datetime=""2016-01-06T06:30:41Z"">Jan 6, 2016</relative-time>","@bpasero Yes, the test last night had three windows open with different workspaces. I'll be trying it tonight with just one, on a clean Ext JS workspace as mentioned above.",
"<relative-time class=""no-wrap"" datetime=""2016-01-06T07:05:15Z"">Jan 6, 2016</relative-time>",Sounds good!,
"<relative-time class=""no-wrap"" datetime=""2016-01-06T22:17:49Z"">Jan 6, 2016</relative-time>","Unfortunately, no repro... this is odd. What could be causing a leak within that specific project?Speaking of which, this might be different from @Tyriar's initial issue. His was unresponsive, mine and gwynjudd are crashes with the error dialog..? In which case maybe we should make a new issue...",
