288010,per target override for xdc Bool, like other standard types  individual targets should be able to define a special symbol in their own std h which would designate the target itself has defined xdc Bool on its own  the xdc std h file would not define xdc Bool in this case the default definition of xdc Bool is unsigned short  which is less than desirable on some targets  ,1
551393,Unable to connect remote debugging over VPN   Failed to connect to remote VM, java net SocketTimeoutException  Read timed outsocketRead0 Native Method socketRead Unknown Source read Unknown Source read Unknown Source readFully Unknown Source readFully Unknown Source java 220 java 216 java 185 run Unknown Source    Configuration Details   Product  Eclipse IDE 4 12 0 20190614 1200  org eclipse epp package jee product Installed Features  org eclipse jdt 3 18 0 v20190605 1800Versioning Plugin  org eclipse platform 4 12 0 v20190605 1801 ,1
403467, e4  Task List Disappears when restarting, Today s Eclipse LogEver since upgrading to Juno SR2 my Mylyn task list is empty each day when I start Eclipse  I have tried restoring  both to the original directory and a new directory but the next day the task list is empty again Originally I upgraded via the automatic update  Later I downloaded the J2EE package and re installed I attached the contents of my Eclipse log from today  ,1
257699,Index out of bounds thrown when creating a new diagram, I have just installed a completely fresh new install of Eclipse 3 4 1  with the 0 8 version of the EID plugin 1  Create a new  General  project2  Right click New   gt  Other   gt Enterprise Integration   gt  Integration Patterns Diagram3  Hit NextResult   Nothing happensAlternatively trying to double click  ntegration Patterns Diagram  results in the following exception  ENTRY org eclipse jface 4 2 2008 12 05 11 05 01 690 MESSAGE Problems occurred when invoking code from plug in   org eclipse jface   STACK 0java lang ArrayIndexOutOfBoundsException  0java 115 java 170 java 669 java 1083 java 1142 java 1139 java 1128 java 70 java 1126 java 71 java 355 java 799 java 37 java 880 java 48 java 175 java 797 java 1419 java 1173 java 237 java 234 java 295 java 84 java 1003 java 3823 java 3422 java 825 java 801 java 253 java 273 java 281 java 476 java 508 java 169 java 247 java 157 java 583 java 500 java 411 java 84 java 1003 java 3823 java 3422 java 2382 java 2346 java 2198 java 493 java 288 java 488 java 149 java 113 java 193 java 110 java 79 java 386 java 179 invoke0 Native Method java 39 java 25 java 585 java 549 java 504 java 1236  ,1
201979,Wrong identation after paste, Build ID  I20070625 1500Steps To Reproduce 1 New php filewith codeprivate function ShowExportButton    d new CDiv  xmlexport     TODO   predelat to podle Rebe45L   raw l new CAppLink  raw   this  gt m action  xexp    GET  data     GLOBALS  str XmlExport                true   GLOBALS  app    gt ShowImage  images xml export gif   32  10   GLOBALS  str XmlExport     l  gt Fin      l new CAppLink  raw   this  gt m action  xexp    GET  data    echo  GLOBALS  str XmlExport    l  gt Fin      d  gt Fin    2  paste this to next line from TODO l new CAppLink array apModule  gt  this  gt m moduleId  apMethod  gt  edit   apParam  gt  aRecord  this  gt m tbl  gt m idname    3  wrong result isprivate function ShowExportButton    d new CDiv  xmlexport     TODO   predelat to podle Rebe45L   raw l new CAppLink array apModule  gt  this  gt m moduleId  apMethod  gt  edit   apParam  gt  aRecord  this  gt m tbl  gt m idname     l new CAppLink  raw   this  gt m action  xexp    GET  data     GLOBALS  str XmlExport                true   GLOBALS  app    gt ShowImage  images xml export gif   32  10   GLOBALS  str XmlExport     l  gt Fin      l new CAppLink  raw   this  gt m action  xexp    GET  data    echo  GLOBALS  str XmlExport    l  gt Fin      d  gt Fin    line  l new CAppLink  raw   this  gt      is idented to front without reasonMore information i have night build org eclipse php feature incubation N20070830 zip ,1
253879, AST error recovery  unclosed class body causes method to appear twice, Have the next code in PHP editor  lt  phpclass marker public  yellow   23 public function write    public function draw    this  gt            lt     Launch Code Assist here  where the cursor     is located  gt Expected Code Assist is popped for the class members write  draw  yellowActual No completions available ,1
467000, Popup Menu  Too many refreshes when building Dynamic Menus,   we noticed that our Dynamic Menu  containing   80 items in a submenu  is created several hundreds of time for each user s right clickI ve built a small Eclipse Plug in contributing an empty dynamic menu  Via the org eclipse ui menus extension point   showing that the fill   method is invoked way too many times  Seems random  but something like 50 100 times per user s click This regression occurred in Eclipse Mars M6  And still occurs in M7   Testing the same plug in on M5 shows that the same dynamic menu is built  only  twice for a right click  Which is probably one time too many already  ,1
322288,JPA  GlassFish V3 tutorial requires completion for Eclipse 3 6 and NetBeans 6 9 IDEs, Currently the Eclipse plugin has issuesThe Netbeans 6 9 embedded Glassfish 3 0 1 server debugs fine ,2
325167,JPA  SQLSyntaxException when Native query containing   temp table identifier is converted to   param,     private void nativeQuery            Query aQuery   null         int version   3         StringBuffer aBuffer   new StringBuffer           aBuffer append  UPDATE DPAR SCPROCUNIT SET STATE   1  PENDINGSTATE   1  ALU VERSION              aBuffer append version   1          aBuffer append   WHERE   PROCUNIT ID   47  AND  ALU VERSION              aBuffer append version          aBuffer append    AND  PROCUNIT ID IN            aBuffer append   SELECT PROCUNIT ID FROM  DPAR SPROCUNIT              try                          aQuery   getEntityManager   createNativeQuery aBuffer toString                   Convert to delegate when on EE container   otherwise just return same EE EM            setEntityManager JpaHelper getEntityManager getEntityManager                 JpaHelper getDatabaseQuery aQuery  setIsUserDefined false                 If container managed TX   do not begin end as SE            if JpaHelper isEclipseLink entityManagerFactory                    getEntityManager   getTransaction   begin                            aQuery executeUpdate               if JpaHelper isEclipseLink entityManagerFactory                    getEntityManager   getTransaction   commit                          catch  Exception e               e printStackTrace                  EL Finer   2010 09 13 16 47 49 4  ServerSession 3449340   Thread Thread main 5 main    client acquired EL Finest   2010 09 13 16 47 49 41  UnitOfWork 32801378   Thread Thread main 5 main    Execute query DataModifyQuery sql  UPDATE DPAR SCPROCUNIT SET STATE   1  PENDINGSTATE   1  ALU VERSION   4 WHERE   PROCUNIT ID   47  AND  ALU VERSION   3  AND  PROCUNIT ID IN  SELECT PROCUNIT ID FROM  DPAR SPROCUNIT      EL Finer   2010 09 13 16 47 49 41  ClientSession 25706868   Connection 27296482   Thread Thread main 5 main    begin transaction EL Warning   2010 09 13 16 47 49 41  ClientSession 25706868   Thread Thread main 5 main    named argument not found in query parameters  There is no English translation for this message   EL Fine   2010 09 13 16 47 49 41  ClientSession 25706868   Connection 27296482   Thread Thread main 5 main    UPDATE DPAR SCPROCUNIT SET STATE   1  PENDINGSTATE   1  ALU VERSION   4 WHERE   PROCUNIT ID   47  AND  ALU VERSION   3  AND  PROCUNIT ID IN  SELECT PROCUNIT ID FROM     bind   gt   null  EL Fine   2010 09 13 16 47 49 46  ClientSession 25706868   Thread Thread main 5 main    VALUES 1  EL Warning   2010 09 13 16 47 49 48  UnitOfWork 32801378   Thread Thread main 5 main    Local Exception Stack  Exception  EclipseLink 4002   Eclipse Persistence Services   2 2 0 qualifier   org eclipse persistence exceptions DatabaseExceptionInternal Exception  java sql SQLSyntaxErrorException  Syntax error  Encountered     Local Exception Stack  Exception  EclipseLink 4002   Eclipse Persistence Services   2 2 0 qualifier   org eclipse persistence exceptions DatabaseExceptionInternal Exception  com microsoft sqlserver jdbc SQLServerException  Must declare the table variable   P0  Error Code  1087Call  UPDATE DPAR SCPROCUNIT SET STATE   1  PENDINGSTATE   1  ALU VERSION   4 WHERE   PROCUNIT ID   47  AND  ALU VERSION   3  AND  PROCUNIT ID IN  SELECT PROCUNIT ID FROM     bind   gt   null Query  DataModifyQuery sql  UPDATE DPAR SCPROCUNIT SET STATE   1  PENDINGSTATE   1  ALU VERSION   4 WHERE   PROCUNIT ID   47  AND  ALU VERSION   3  AND  PROCUNIT ID IN  SELECT PROCUNIT ID FROM       java 324 java 797 java 863 java 583 java 526 java 990 java 206 java 192 java 235 java 215 java 85 java 768 java 675 java 2914 java 1301 java 1283 java 1257 java 534 java 97 java 318 Caused by  com microsoft sqlserver jdbc SQLServerException  Must declare the table variable   P0   EL Config   2010 09 13 16 46 48 837  ServerSession 24561483   Connection 28399250   Thread Thread main 5 main    disconnectLocal Exception Stack  Exception  EclipseLink 4002   Eclipse Persistence Services   2 2 0 qualifier   org eclipse persistence exceptions DatabaseExceptionInternal Exception  com mysql jdbc exceptions MySQLSyntaxErrorException  You have an error in your SQL syntax  check the manual that corresponds to your MySQL server version for the right syntax to use near  null     at line 1Error Code  1064Call  UPDATE DPAR SCPROCUNIT SET STATE   1  PENDINGSTATE   1  ALU VERSION   4 WHERE   PROCUNIT ID   47  AND  ALU VERSION   3  AND  PROCUNIT ID IN  SELECT PROCUNIT ID FROM     bind   gt   null Query  DataModifyQuery sql  UPDATE DPAR SCPROCUNIT SET STATE   1  PENDINGSTATE   1  ALU VERSION   4 WHERE   PROCUNIT ID   47  AND  ALU VERSION   3  AND  PROCUNIT ID IN  SELECT PROCUNIT ID FROM       java 324 java 797 java 863 java 583 java 526 java 990 java 206 java 192 java 235 java 215 java 85 java 768 java 675 java 2914 java 1301 java 1283 java 1257 java 534 java 102 java 322 Caused by  com mysql jdbc exceptions MySQLSyntaxErrorException  You have an error in your SQL syntax  check the manual that corresponds to your MySQL server version for the right syntax to use near  null     at line 1 EL Config   2010 09 13 16 47 49 48  ServerSession 3449340   Connection 27296482   Thread Thread main 5 main    disconnectLocal Exception Stack  Exception  EclipseLink 4002   Eclipse Persistence Services   2 2 0 qualifier   org eclipse persistence exceptions DatabaseExceptionInternal Exception  java sql SQLSyntaxErrorException  Syntax error  Encountered     Error Code   1Call  UPDATE DPAR SCPROCUNIT SET STATE   1  PENDINGSTATE   1  ALU VERSION   4 WHERE   PROCUNIT ID   47  AND  ALU VERSION   3  AND  PROCUNIT ID IN  SELECT PROCUNIT ID FROM     bind   gt   null Query  DataModifyQuery sql  UPDATE DPAR SCPROCUNIT SET STATE   1  PENDINGSTATE   1  ALU VERSION   4 WHERE   PROCUNIT ID   47  AND  ALU VERSION   3  AND  PROCUNIT ID IN  SELECT PROCUNIT ID FROM       java 333 java 683 java 526 java 990 java 206 java 192 java 235 java 215 java 85 java 768 java 675 java 2914 java 1301 java 1283 java 1257 java 534 java 102 java 322 Caused by  java sql SQLSyntaxErrorException  Syntax error  Encountered                 JpaHelper getDatabaseQuery aQuery  setIsUserDefined false   EL Finest   2010 09 13 16 54 41 405  UnitOfWork 7566193   Thread Thread main 5 main    Execute query DataModifyQuery sql  UPDATE DPAR SCPROCUNIT SET STATE   1  PENDINGSTATE   1  ALU VERSION   4 WHERE   PROCUNIT ID   47  AND  ALU VERSION   3  AND  PROCUNIT ID IN  SELECT PROCUNIT ID FROM  DPAR SPROCUNIT      EL Finer   2010 09 13 16 54 41 405  ClientSession 31664352   Connection 5699121   Thread Thread main 5 main    begin transaction EL Fine   2010 09 13 16 54 41 405  ClientSession 31664352   Connection 5699121   Thread Thread main 5 main    UPDATE DPAR SCPROCUNIT SET STATE   1  PENDINGSTATE   1  ALU VERSION   4 WHERE   PROCUNIT ID   47  AND  ALU VERSION   3  AND  PROCUNIT ID IN  SELECT PROCUNIT ID FROM  DPAR SPROCUNIT    EL Fine   2010 09 13 16 54 41 425  ClientSession 31664352   Thread Thread main 5 main    SELECT 1 EL Warning   2010 09 13 16 54 41 425  UnitOfWork 7566193   Thread Thread main 5 main    Local Exception Stack  Exception  EclipseLink 4002   Eclipse Persistence Services   2 2 0 qualifier   org eclipse persistence exceptions DatabaseExceptionInternal Exception  com microsoft sqlserver jdbc SQLServerException  Invalid object name   DPAR SPROCUNIT  Error Code  208Call  UPDATE DPAR SCPROCUNIT SET STATE   1  PENDINGSTATE   1  ALU VERSION   4 WHERE   PROCUNIT ID   47  AND  ALU VERSION   3  AND  PROCUNIT ID IN  SELECT PROCUNIT ID FROM  DPAR SPROCUNIT   Query  DataModifyQuery sql  UPDATE DPAR SCPROCUNIT SET STATE   1  PENDINGSTATE   1  ALU VERSION   4 WHERE   PROCUNIT ID   47  AND  ALU VERSION   3  AND  PROCUNIT ID IN  SELECT PROCUNIT ID FROM  DPAR SPROCUNIT     java 324  EL Finest   2010 09 13 16 53 04 513  UnitOfWork 26596606   Thread Thread main 5 main    Execute query DataModifyQuery sql  UPDATE DPAR SCPROCUNIT SET STATE   1  PENDINGSTATE   1  ALU VERSION   4 WHERE   PROCUNIT ID   47  AND  ALU VERSION   3  AND  PROCUNIT ID IN  SELECT PROCUNIT ID FROM  DPAR SPROCUNIT      EL Finer   2010 09 13 16 53 04 513  ClientSession 19397138   Connection 11299397   Thread Thread main 5 main    begin transaction EL Fine   2010 09 13 16 53 04 513  ClientSession 19397138   Connection 11299397   Thread Thread main 5 main    UPDATE DPAR SCPROCUNIT SET STATE   1  PENDINGSTATE   1  ALU VERSION   4 WHERE   PROCUNIT ID   47  AND  ALU VERSION   3  AND  PROCUNIT ID IN  SELECT PROCUNIT ID FROM  DPAR SPROCUNIT    EL Fine   2010 09 13 16 53 04 543  ClientSession 19397138   Thread Thread main 5 main    VALUES 1  EL Warning   2010 09 13 16 53 04 553  UnitOfWork 26596606   Thread Thread main 5 main    Local Exception Stack  Exception  EclipseLink 4002   Eclipse Persistence Services   2 2 0 qualifier   org eclipse persistence exceptions DatabaseExceptionInternal Exception  java sql SQLSyntaxErrorException  Lexical error Error Code   1Call  UPDATE DPAR SCPROCUNIT SET STATE   1  PENDINGSTATE   1  ALU VERSION   4 WHERE   PROCUNIT ID   47  AND  ALU VERSION   3  AND  PROCUNIT ID IN  SELECT PROCUNIT ID FROM  DPAR SPROCUNIT   Query  DataModifyQuery sql  UPDATE DPAR SCPROCUNIT SET STATE   1  PENDINGSTATE   1  ALU VERSION   4 WHERE   PROCUNIT ID   47  AND  ALU VERSION   3  AND  PROCUNIT ID IN  SELECT PROCUNIT ID FROM  DPAR SPROCUNIT      ,2
384181,NullPointerException in EntityListener isOverriddenEvent, Build Identifier  2 3 0 v20110604 r9504At the beginning of a multithreaded batch we get sometimes a npe java lang NullPointerExceptionjava 316 java 633 java 200 java 1169 java 1014 java 921 java 3897 java 3846 java 5821 java 1275 invoke0 Native Method java 39 java 25 java 597 java 358 Reproducible  Sometimes ,2
