288011,alternate implementation module wide configs type String module wide configs type String declared type const char lieu const char save space well ensure ththis feature maintains binary backward compatibility ,1
347006,Front end needs designed refactoring validation framework etc entire validation framework needs redesigned entail limited 1 Removing primitive types Bindings created external types th2 Make much validation extensible various stereotypes annotations given part member register validator classes thIn addition refactoring framework need come RBD framework fairly general update references change package names change imports etc rework needed since EDT enforce 1 part per file ,1
283877,improve reuse Mylyn server RCP applications Mylyn architecture intended support following layers Headless core components capable running headless Equinox runtime able run plain Java classpath RCP Components like Task List Task Editor able run RCP applications require entire Eclipse SDK IDE rest Mylyn requires entire Eclipse IDE SDKWe additional dependencies creep prevent reuse e g coupling org eclipse mylyn tasks ui org eclipse ui ide order support reuse outside IDE need improve separation layers ,1
416619,Need improve document way feature qualifiers auto incremented hurt bundle qualifiers bug yes bug enhancement request continues discussion started general waste much time failed builds qualifier increment thus get swapped comparator thus causing failures later since qualifiers line match wh particular bug stated Internally Tycho converts qualifiers commit dates bump version commit necessary multiple qualifier formats referenced feature gotten used fact th regular code bundle th appears outside th Eclipse Platform example Orbit bundles listed xml would enable current heuristic work heuristic stop trying soon detects mix qualifier types feature ,1
410597,regression NPE querying configuration cached Steps 1 Connect anonymous2 Create query bring reviewsCaused java lang NullPointerExceptionjava 261 java 193 java 1 java 234 java 100 java 164 java 158 java 35 java 135 23 moreIf synchronize tasks never finishes Worker 3 prio 5 tid 0x000000010200b000 nid 0x8d03 waiting condition 0x0000000113ff7000 java lang Thread State TIMED WAITING sleeping sleep Native Method java 147 java 107 java 160 java 245 java 218 java 153 java 135 java 225 java 53 ,2
241847,plan annotation param annotation matching pointcut always match sources reproduce caseParam annotation matching pointcut always match interface whose method parameter annotated implementations interface match pointcut implementations interface match reproduce 1 Unpack attached sources2 Clean AspectJ project rebuild3 Run CC main Test succeeds pointcut matches 4 Run LongLong main Test fails pointcut match Workaround 5 Edit method LongLong m1 immediately rebuild 6 Run LongLong main Test succeeds Eclipse environment Eclipse AspectJ Development ToolsVersion 1 5 2 200804241330AspectJ version 1 6 0 20080423100000Eclipse v3 3 2 M20080221 1800 ,2
190604,Allow context providers loaded unique classloader ,2
237158,Provide Performance TestCase Eike want start new project go current test project Maybe adding new package org eclipse emf cdo tests performanceBasically first test X 10 000 Basic Description test tell us optimal performance inserting objects retrieved Test1 Insert X simple objects type Get X objects type Test2 Insert X simple objects type Access X 100 objects randomly ChainingDescription test tell us takes time retrieved objects database crawling many relationship database able fetch objects Insert X objects linked list Crawl linked list X objectsDescription database fetch much objects TO evaluate cost practices fetch Insert linked list X elements Also wll list elements Crawl linked list X elements accessing first element really basic stuff believe able optimize many places Let know others ideas many others need start somewhere Since already another project refactoring ,2
287176,Provide autoformatting remote source code Often debugging JS remote source code stripped whitespaces hard read Debugger could provide option auto formIt done two ways 1 formatting source code loaded XULRunner2 form ,2
317991,JMX initializeIdentityMap className requires unset EMPTY STRING input validation handler avoid ClassNotFoundException need warn introduce input validation handler user imput MBean jconsole http UI outside management UI wrapper around bean likely problem functions accept inputsourceObject id 460 RunTimeServices public synchronized void initializeIdentityMap String className throws ClassNotFoundException Daemon Thread http 127 0 0 1 8080 2 Suspended breakpoint line 437 ConversionManager JPAConversionManager ConversionManager convertObjectToClass Object line 437JPAConversionManager ConversionManager convertObject Object Class line 141MBeanJBossRuntimeServices JBossRuntimeServices initializeIdentityMap String line 1274NativeMethodAccessorImpl invoke0 Method Object Object line available native method NativeMethodAccessorImpl invoke Object Object line 39DelegatingMethodAccessorImpl invoke Object Object line 25Method invoke Object Object line 597ReflectedDispatcher invoke Invocation line 157Invocation dispatch line 96Invocation invoke line 88XMBean AbstractMBeanInvoker invoke String Object String line 264MBeanServerImpl invoke ObjectName String Object String line 668Server invokeOpByName String String String String line 258Server invokeOp String int String line 223HtmlAdaptorServlet 3 run line 380HtmlAdaptorServlet 3 run line 377AccessController doPrivileged PrivilegedExceptionAction lt gt line available native method HtmlAdaptorServlet invokeOp String int String line 376HtmlAdaptorServlet invokeOp HttpServletRequest HttpServletResponse line 287HtmlAdaptorServlet processRequest HttpServletRequest HttpServletResponse line 104HtmlAdaptorServlet doPost HttpServletRequest HttpServletResponse line 86HtmlAdaptorServlet HttpServlet service HttpServletRequest HttpServletResponse line 637HtmlAdaptorServlet HttpServlet service ServletRequest ServletResponse line 717ApplicationFilterChain internalDoFilter ServletRequest ServletResponse line 290ApplicationFilterChain doFilter ServletRequest ServletResponse line 206ReplyHeaderFilter doFilter ServletRequest ServletResponse FilterChain line 96ApplicationFilterChain internalDoFilter ServletRequest ServletResponse line 235ApplicationFilterChain doFilter ServletRequest ServletResponse line 206StandardWrapperValve invoke Request Response line 235StandardContextValve invoke Request Response line 191SecurityAssociationValve invoke Request Response line 190BasicAuthenticator AuthenticatorBase invoke Request Response line 525JaccContextValve invoke Request Response line 92SecurityContextEstablishmentValve process Request Response HttpEvent line 126SecurityContextEstablishmentValve invoke Request Response line 70StandardHostValve invoke Request Response line 127ErrorReportValve invoke Request Response line 102CachedConnectionValve invoke Request Response line 158StandardEngineValve invoke Request Response line 109CoyoteAdapter service Request Response line 330Http11Processor process Socket line 829Http11Protocol Http11ConnectionHandler process Socket line 598JIoEndpoint Worker run line 447Thread run line 61909 41 02 727 ERROR HtmlAdaptor Servlet service servlet HtmlAdaptor threw exceptionjava lang ClassNotFoundException forName0 Native Method java 247 java 437 java 141 java 1274 invoke0 Native Method java 39 java 25 java 597 java 157 java 96 java 88 java 264 java 668 java 258 java 223 java 380 java 377 doPrivileged Native Method java 376 java 287 java 104 java 86 java 637 java 717 java 290 java 206 java 96 java 235 java 206 java 235 java 191 java 190 java 525 java 92 java 126 java 70 java 127 java 102 java 158 java 109 java 330 java 829 java 598 java 447 java 619 ,2
