277222,type wizards Extended Interfaces Selection dialog flashes hides info message 3 5RC2 test build File gt New gt Interface press Add button beside Extended Interfaces list choose interface press Add button press Add button error message already list quickly flashed goes away gt think message supposed stay order readable ,3
518408,remove org eclipse ecf provider discovery org eclipse mylyn builds development feature ,3
467525,Moka semantic model corresponding execution engine provided UML state machines must provided ,3
456611,QualityGuide quality guide documented format documents ,3
478458,content assist Consider arguments caret make better proposals screenshotWhen hit completion context parameter method call proposed types first propose applicable types instead types thIn attached screenshot see th ,3
111744,quick fix Change signature override Version 3 1 0Build id I20050928 1300Having Comparator lt ISourceRange gt comparator new Comparator public int compare Object o1 Object o2 return ISourceRange o2 getOffset ISourceRange o1 getOffset change new Comperator new Comperator lt ISourceRange gt error compare Name clash method compare Object Object type new Comparator lt ISourceRange gt erasure compare type Comparator lt gt override quick fix replaces Object ISourceRange whould nice ,3
304598,Hide runtime modules nothing display ROV following modules xdc runtime anything interesting display ROV hidden Assert Core Defaults Log Main SysStd Timestamp TypesThis accomplished showRawTab false however think currently works raw tab tab module need fixed first ,3
45073,key binding Ctrl Shift next prev member overrides expected behaviour build I20031015When editing Java code often use Ctrl Shift Right Left select next previous word Sometimes want extend selection next previous line use keys still holding modifiers Ctrl Shift recently changed go next previous member breaks expected behaviour extending selection next previous line realize could release Ctrl make work pattern really ingrained fingers suspect one ,3
540381,JUnit Allow multiple JUnit report files selection Import feature JUnit view Import menu JUnit view support multiple xml files selection open file dialog feature would useful cases maven build executed command line lot JUnit xml reports available target surefire reports folder needs import Eclipse IDE one one optimal corresponding code already contains TODO marker open gerrit change ,3
408247,dnd Dropping method inside enum causes exceptions usually move methods using Outline view moving resulted internal error java lang ArrayIndexOutOfBoundsException 1 steps reproduce problem 1 Create Java enum1 1 implementing interface least 2 methods 1 2 several enums beginning 1 3 one string argument enum constructor 1 4 implementing interface methods per enum constant like anonymous subclasses 2 Add 2 top level interfce methods end3 Select new methods Outline view4 Drop methods Result Popup internal error error log entry see Error Details Date Thu May 16 16 16 40 CEST 2013Message Internal ErrorSeverity ErrorProduct Eclipse SDK 3 8 2 v201301310800 org eclipse sdk ide Plugin org eclipse jdt uiSession Data eclipse buildId M20130131 0800java version 1 6 0 43java vendor Sun Microsystems Inc BootLoader constants OS linux ARCH x86 64 WS gtk NL en USFramework arguments eclipse password home jt eclipse Eclipse passwordCommand line arguments os linux ws gtk arch x86 64 eclipse password home jt eclipse Eclipse passwordException Stack Trace java lang reflect InvocationTargetExceptionjava 477 java 372 java 759 java 70 java 756 java 2649 java 191 java 151 java 70 java 283 java 220 java 246 java 211 java 42 java 49 java 175 java 209 java 90 java 84 java 1276 java 1300 java 1285 java 1079 java 371 java 251 gtk drag get data Native Method java 6743 java 416 java 258 gtk main event Native Method java 8317 java 1193 g main context iteration Native Method java 2342 java 3184 java 2701 java 2665 java 2499 java 679 java 332 java 668 java 149 java 124 java 196 java 110 java 79 java 353 java 180 invoke0 Native Method java 39 java 25 java 597 java 629 java 584 java 1438 java 1414 Caused java lang ArrayIndexOutOfBoundsException 1java 324 java 1152 java 3804 java 3758 java 3815 java 3842 java 2227 java 169 java 292 java 97 java 39 java 728 java 2344 java 5204 java 106 java 464 55 moreRoot exception java lang ArrayIndexOutOfBoundsException 1java 324 java 1152 java 3804 java 3758 java 3815 java 3842 java 2227 java 169 java 292 java 97 java 39 java 728 java 2344 java 5204 java 106 java 464 java 372 java 759 java 70 java 756 java 2649 java 191 java 151 java 70 java 283 java 220 java 246 java 211 java 42 java 49 java 175 java 209 java 90 java 84 java 1276 java 1300 java 1285 java 1079 java 371 java 251 gtk drag get data Native Method java 6743 java 416 java 258 gtk main event Native Method java 8317 java 1193 g main context iteration Native Method java 2342 java 3184 java 2701 java 2665 java 2499 java 679 java 332 java 668 java 149 java 124 java 196 java 110 java 79 java 353 java 180 invoke0 Native Method java 39 java 25 java 597 java 629 java 584 java 1438 java 1414 ,3
497506,cdtdebug sh script returns java lang ClassNotFoundException error Eclipse Neon version 4 6 0 Build id 20160613 1800 installed selecting Eclipse IDE C C Developers installer user Note thThe problem seems occur installing Eclipse via Eclipse IDE C C Developers option installer ,3
234517,Provide ability contribute custom property dialogs ,3
341139,provide mechanism suppress compiling linking big c Build Identifier 3 21This allow custom libraries include big c build flow Reproducible Always ,3
456682,QualityGuide Add checklists rules developers Quality guide currently document based enforce defined rules practice would helpful additionally provide concrete check lists developers e g creating new components checking code reviewing componentetc Additionally rules defined precise metric tool process controlled E g warnings setting checkstyle manual review etc ,3
209390,sec Security providers export control deal export restrictions Java special procedure includes getting specific signing certificate JAR signing possibly adding quite bit extra code security provider self verification OS environment clear proposed OSGi based mechanism going interfere think need create test example move export certification mock see works also seems th See ,3
533401,9 Provide support UI create multi release JAR ,3
447342,Provide fast easy use ReflectionUtils current org eclipse persistence internal security PrivilegedAccessHelper relatively slow creation new objects every privileged action call hard use user must wrap code doPrivileged Provide faster easier use ReflectionUtils class thShould fast possible faster follow best practices Actions implemented reusable singletons demand loading Lazy loading inner classes interfaces load demand security enabled Usage predicates ,3
336672,Introduce Parameter Object Script Creation Reading Broken Build Identifier 20100617 1415 M20100909 0800I tried mac win7 environments relatively recent versions Eclipse Use Eclipse introduce parameter object via refactoring menu Next tell create script th Upon investigation find error org eclipse core runtime CoreException Error reading file Path particular history file java 970 java 1166 java 823 java 131 java 688 java 95 java 35 java 134 java 4041 java 3660 java 825 java 801 java 95 java 120 java 50 java 251 java 229 java 584 java 501 java 411 java 84 java 1053 java 4066 java 3657 java 2629 java 2593 java 2427 java 670 java 332 java 663 java 149 java 115 java 196 java 110 java 79 java 369 java 179 invoke0 Native Method java 39 java 25 java 597 java 619 java 574 java 1407 java 1383 Contains Invalid contents line 3 column 1191java lang IllegalArgumentException method must existjava 235 java 501 java 179 java 1343 java 2755 java 648 java 511 java 808 java 737 java 119 java 1205 java 522 java 395 java 138 java 965 java 1166 java 823 java 131 java 688 java 95 java 35 java 134 java 4041 java 3660 java 825 java 801 java 95 java 120 java 50 java 251 java 229 java 584 java 501 java 411 java 84 java 1053 java 4066 java 3657 java 2629 java 2593 java 2427 java 670 java 332 java 663 java 149 java 115 java 196 java 110 java 79 java 369 java 179 invoke0 Native Method java 39 java 25 java 597 java 619 java 574 java 1407 java 1383 Caused java lang IllegalArgumentException method must existjava 450 java 372 java 237 java 194 java 46 java 113 java 233 58 moreWhen view history file refactoring instance copy new script file ask Eclipse run Eclipse refuses recognize script file Reproducible AlwaysSteps Reproduce 1 Use Eclipse Introduce Parameter Object refactoring 2 Tell create script th3 Watch fail 4 Retrieve refactoring manually history file 5 Try apply refactoring script 6 Watch fail ,3
21000,StyledText Allow positioning cursor beyond line end option May seems trivial preferred way editor behavior theline contains characters still want able place cursor anywhereon line type position beyond line end precedingcharacters line filled automatically spaces Allowing behavior scroll text column cursoris changed loose focus column part source mreviewing ,3
309473,JUnit failure AssertionFailedError pdomName managedbuilder tests suite junit framework AssertionFailedError pdomNamejava 202 java 376 java 209 java 195 java 35 java 134 java 3507 java 3154 java 2416 java 2380 java 2229 java 504 java 332 java 497 java 149 java 115 java 138 java 60 java 210 java 196 java 110 java 79 java 369 java 179 java 619 java 574 java 1406 java 1382 java 34 guess th ,3
468388,TimeSlider Widget Embedded Viz Views ,3
249812,quick fix provide quick fix strictly compatible JRE available problem I20080930 0921 could provide quick fix strictly compatible JRE available problem ,3
114282,quick fix Provide quick fix Javadoc see URL warnings Provide quick fix address Javadoc warning see URL like see changed see lt ahref gt security spec doc3 html 20211 lt gt something similarly useful Putting whole link content element cause another warning ,3
