288011,alternate implementation for module wide configs of type String, module wide configs of type String should be declared of type const char   in lieu of const char   both to save space as well as to ensure ththis feature maintains binary backward compatibility     ,1
347006,Front end needs to be designed   refactoring  validation framework  etc , The entire validation framework needs to be redesigned  This will entail  but not limited to  1  Removing the primitive types  Bindings should be created for the external types th2  Make much of the validation extensible  The various stereotypes and annotations for a given part member should register validator classes thIn addition  the refactoring framework will need to come over from RBD  Most  all   of this framework is fairly general  update references  change package names  change imports  etc   Some rework will be needed since EDT will enforce 1 part per file  ,1
283877,improve reuse of Mylyn in server and RCP applications, The Mylyn architecture is intended to support the following layers   Headless  Only core components  capable of running in a headless Equinox runtime  some able to run on a plain Java classpath  RCP  Components like the Task List and Task Editor should be able to run in RCP applications and not require the entire Eclipse SDK  IDE  The rest of Mylyn  which requires the entire Eclipse IDE SDKWe ve had some additional dependencies creep in which prevent some of this reuse  e g   the coupling of org eclipse mylyn tasks ui to org eclipse ui ide   In order to support reuse outside of the IDE  we need to improve on the separation of the layers  ,1
416619,Need to improve  and document  the way feature qualifiers are  auto incremented , And  wouldn t hurt to do the same for bundle qualifiers    This bug  and  yes  it is a bug  not an enhancement request     continues the discussion started in   But in general  we waste too much time having  failed builds  because some qualifier doesn t increment  thus get s  swapped out  by comparator  thus causing failures later since not all qualifiers  line up  or match wh In particular  in bug  it is was stated  Internally Tycho converts qualifiers to commit dates  and  bump version  commit is necessary if multiple qualifier formats are referenced from the same feature  Now  we ve gotten  used to  the fact th But  in  if was a regular code bundle th It appears  from  the outside   th Is there more we can do in Eclipse Platform  For example  if the Orbit bundles are all listed xml  would that then enable the current heuristic to work  Does the heuristic stop trying  as soon as it detects there is a mix of  qualifier types  in a feature  ,1
410597, regression  NPE when querying and configuration is not cached, Steps 1  Connect as anonymous2  Create a query to bring in all reviewsCaused by  java lang NullPointerExceptionjava 261 java 193 java 1 java 234 java 100 java 164 java 158 java 35 java 135     23 moreIf I synchronize tasks that never finishes  Worker 3  prio 5 tid 0x000000010200b000 nid 0x8d03 waiting on condition  0x0000000113ff7000    java lang Thread State  TIMED WAITING  sleeping sleep Native Method java 147 java 107 java 160 java 245 java 218 java 153 java 135 java 225 java 53  ,2
241847, plan   annotation  param annotation matching pointcut does not always match, sources for reproduce caseParam annotation matching pointcut does not always match   I have an interface whose method parameter is annotated   Some implementations  of interface  match the pointcut but other implementations  of same interface  do not match To reproduce              1  Unpack attached sources2  Clean AspectJ project   rebuild3  Run  CC main      Test succeeds  pointcut matches 4  Run  LongLong main     Test fails  pointcut doesn t match Workaround            5  Edit method  LongLong m1    immediately after rebuild 6  Run  LongLong main      Test succeeds My Eclipse environment is                           Eclipse AspectJ Development ToolsVersion  1 5 2 200804241330AspectJ version  1 6 0 20080423100000Eclipse v3 3 2 M20080221 1800 ,2
190604,Allow context providers to be loaded by a unique classloader,  ,2
237158,Provide Performance TestCase, Eike  do you want to me to start a new project for that or I can go in the current test project   Maybe by adding a new package org eclipse emf cdo tests performanceBasically here the first test I will do   X  10 000 Basic Description  This test will tell us the optimal performance of inserting objects and to retrieved them  Test1  Insert X simple objects of the same type  Get X objects of the same type Test2  Insert X simple objects of the same type  Access X 100 objects randomly ChainingDescription  This test will tell us if it takes time to retrieved objects in the database  By crawling many relationship the database will not be able to fetch all objects   Insert X objects linked list    Crawl the linked list of X objectsDescription  Again  some database will fetch too much objects  TO evaluate the cost of such practices  we will not fetch them   Insert a linked list of X elements  Also each of them wll have a list of Y elements   Crawl the linked list of X elements with only accessing the first element This is really basic stuff   but I believe we will be able to optimize at many places   Let me know if you have others ideas  I have many others but I need to start somewhere  Since I already did them for another project    I will be refactoring them  ,2
287176,Provide autoformatting for remote source code, Often  when debugging JS remote source code  it s stripped of all whitespaces and hard to read Debugger could provide an option to auto formIt can be done two ways 1  formatting source code  before  it s loaded by XULRunner2  form ,2
317991,JMX  initializeIdentityMap className  requires unset EMPTY STRING input validation handler to avoid ClassNotFoundException,   we need to warn on or introduce an input validation handler when there is no user imput from the MBean jconsole http UI  outside of any management UI wrapper around the bean   this is likely a problem with the other functions that accept inputsourceObject    id 460  RunTimeServices    public synchronized void initializeIdentityMap String className  throws ClassNotFoundException  Daemon Thread  http 127 0 0 1 8080 2   Suspended  breakpoint at line 437 in ConversionManager  JPAConversionManager ConversionManager  convertObjectToClass Object  line  437JPAConversionManager ConversionManager  convertObject Object  Class  line  141MBeanJBossRuntimeServices JBossRuntimeServices  initializeIdentityMap String  line  1274NativeMethodAccessorImpl invoke0 Method  Object  Object    line  not available  native method NativeMethodAccessorImpl invoke Object  Object    line  39DelegatingMethodAccessorImpl invoke Object  Object    line  25Method invoke Object  Object     line  597ReflectedDispatcher invoke Invocation  line  157Invocation dispatch   line  96Invocation invoke   line  88XMBean AbstractMBeanInvoker  invoke String  Object    String    line  264MBeanServerImpl invoke ObjectName  String  Object    String    line  668Server invokeOpByName String  String  String    String    line  258Server invokeOp String  int  String    line  223HtmlAdaptorServlet 3 run   line  380HtmlAdaptorServlet 3 run   line  377AccessController doPrivileged PrivilegedExceptionAction lt T gt   line  not available  native method HtmlAdaptorServlet invokeOp String  int  String    line  376HtmlAdaptorServlet invokeOp HttpServletRequest  HttpServletResponse  line  287HtmlAdaptorServlet processRequest HttpServletRequest  HttpServletResponse  line  104HtmlAdaptorServlet doPost HttpServletRequest  HttpServletResponse  line  86HtmlAdaptorServlet HttpServlet  service HttpServletRequest  HttpServletResponse  line  637HtmlAdaptorServlet HttpServlet  service ServletRequest  ServletResponse  line  717ApplicationFilterChain internalDoFilter ServletRequest  ServletResponse  line  290ApplicationFilterChain doFilter ServletRequest  ServletResponse  line  206ReplyHeaderFilter doFilter ServletRequest  ServletResponse  FilterChain  line  96ApplicationFilterChain internalDoFilter ServletRequest  ServletResponse  line  235ApplicationFilterChain doFilter ServletRequest  ServletResponse  line  206StandardWrapperValve invoke Request  Response  line  235StandardContextValve invoke Request  Response  line  191SecurityAssociationValve invoke Request  Response  line  190BasicAuthenticator AuthenticatorBase  invoke Request  Response  line  525JaccContextValve invoke Request  Response  line  92SecurityContextEstablishmentValve process Request  Response  HttpEvent  line  126SecurityContextEstablishmentValve invoke Request  Response  line  70StandardHostValve invoke Request  Response  line  127ErrorReportValve invoke Request  Response  line  102CachedConnectionValve invoke Request  Response  line  158StandardEngineValve invoke Request  Response  line  109CoyoteAdapter service Request  Response  line  330Http11Processor process Socket  line  829Http11Protocol Http11ConnectionHandler process Socket  line  598JIoEndpoint Worker run   line  447Thread run   line  61909 41 02 727 ERROR   HtmlAdaptor   Servlet service   for servlet HtmlAdaptor threw exceptionjava lang ClassNotFoundException  forName0 Native Method java 247 java 437 java 141 java 1274 invoke0 Native Method java 39 java 25 java 597 java 157 java 96 java 88 java 264 java 668 java 258 java 223 java 380 java 377 doPrivileged Native Method java 376 java 287 java 104 java 86 java 637 java 717 java 290 java 206 java 96 java 235 java 206 java 235 java 191 java 190 java 525 java 92 java 126 java 70 java 127 java 102 java 158 java 109 java 330 java 829 java 598 java 447 java 619 ,2
