551800,When attaching remotely to a JVM  Wildfly   Eclipse becomes unresponsive , When attaching remotely to a JVM  Wildfly   Eclipse becomes totally unresponsive  After waiting minutes and blocking the JVM  by selecting some text in the DOS console  and waiting  the UI becomes responsive  But when continuing it is unresponsive again  The impression is thBelow the thread dump during Eclipse being unresponsive 2019 10 05 10 26 38Full thread dump Java HotSpot TM  64 Bit Server VM  25 112 b15 mixed mode   Worker 270   2938 prio 5 os prio 0 tid 0x000000001c9a4800 nid 0x4444 in Object wait    0x000000004986f000    java lang Thread State  TIMED WAITING  on object monitor wait Native Method java 200   locked  lt 0x00000000c1711730 gt   a org eclipse core internal jobs WorkerPool java 242 java 58  Worker 269   2937 prio 5 os prio 0 tid 0x000000001c9a2800 nid 0x4d94 in Object wait    0x000000004976f000    java lang Thread State  TIMED WAITING  on object monitor wait Native Method java 200   locked  lt 0x00000000c1711730 gt   a org eclipse core internal jobs WorkerPool java 242 java 58  Worker 268   2936 prio 5 os prio 0 tid 0x0000000029575800 nid 0x4c98 in Object wait    0x000000004956f000    java lang Thread State  TIMED WAITING  on object monitor wait Native Method java 200   locked  lt 0x00000000c1711730 gt   a org eclipse core internal jobs WorkerPool java 242 java 58  Worker 267  Debug Event Dispatch   2935 prio 5 os prio 0 tid 0x000000002ca77800 nid 0x5160 runnable  0x000000004946e000    java lang Thread State  RUNNABLEjava 1441 java 1461 java 1283   locked  lt 0x00000000c445df48 gt   a java lang Object java 923   locked  lt 0x00000000c445df48 gt   a java lang Object java 510 java 92 java 45 java 96 java 169 java 241 java 151 java 355 java 166 java 126 java 1196 java 45 java 1230 java 458 java 63  Worker 266   2931 prio 5 os prio 0 tid 0x000000001dc62000 nid 0x2e7c in Object wait    0x0000000048f6e000    java lang Thread State  TIMED WAITING  on object monitor wait Native Method java 200   locked  lt 0x00000000c1711730 gt   a org eclipse core internal jobs WorkerPool java 242 java 58  org eclipse jdt debug  JDI Event Dispatcher   2930 daemon prio 5 os prio 0 tid 0x000000001dc61000 nid 0x2b80 in Object wait    0x0000000048e6f000    java lang Thread State  TIMED WAITING  on object monitor wait Native Method java 220 java 118   locked  lt 0x00000000cb9d81c0 gt   a java util LinkedList java 324 java 71 java 298 java 745  Timer 18   2929 daemon prio 6 os prio 0 tid 0x000000002cad3800 nid 0x25d4 in Object wait    0x0000000048d6f000    java lang Thread State  WAITING  on object monitor wait Native Method java 502 java 526   locked  lt 0x00000000cb9c71a8 gt   a java util TaskQueue java 505  Packet Send Manager   2928 daemon prio 5 os prio 0 tid 0x000000002cad1000 nid 0x4f2c in Object wait    0x0000000048c6f000    java lang Thread State  WAITING  on object monitor wait Native Method java 502 java 112   locked  lt 0x00000000d097b170 gt   a java util LinkedList java 58 java 745  Packet Receive Manager   2927 daemon prio 5 os prio 0 tid 0x000000002cac9800 nid 0x5b18 runnable  0x0000000048b6f000    java lang Thread State  RUNNABLEsocketRead0 Native Method java 116 java 170 java 141 java 223 java 387 java 82   eliminated  lt 0x00000000dbd8f348 gt   a java io DataInputStream java 303 java 90 java 745  Worker 265   2924 prio 5 os prio 0 tid 0x000000002cad0800 nid 0x5628 waiting for monitor entry  0x000000004886e000    java lang Thread State  BLOCKED  on object monitor java 1079   waiting to lock  lt 0x00000000c445df48 gt   a java lang Object java 1588 java 228 java 58  Worker 264   2918 prio 5 os prio 0 tid 0x0000000020a2d800 nid 0x4f18 in Object wait    0x000000004826f000    java lang Thread State  TIMED WAITING  on object monitor wait Native Method java 200   locked  lt 0x00000000c1711730 gt   a org eclipse core internal jobs WorkerPool java 242 java 58  Worker 263   2862 prio 5 os prio 0 tid 0x000000002c5c4000 nid 0x4bcc in Object wait    0x0000000041fee000    java lang Thread State  TIMED WAITING  on object monitor wait Native Method java 200   locked  lt 0x00000000c1711730 gt   a org eclipse core internal jobs WorkerPool java 242 java 58  Worker 262   2861 prio 5 os prio 0 tid 0x000000002c5ba800 nid 0x57f0 in Object wait    0x0000000041bef000    java lang Thread State  TIMED WAITING  on object monitor wait Native Method java 200   locked  lt 0x00000000c1711730 gt   a org eclipse core internal jobs WorkerPool java 242 java 58  Worker 261   2860 prio 5 os prio 0 tid 0x000000002c5b8000 nid 0x2ff0 in Object wait    0x0000000041aef000    java lang Thread State  TIMED WAITING  on object monitor wait Native Method java 200   locked  lt 0x00000000c1711730 gt   a org eclipse core internal jobs WorkerPool java 242 java 58  JavaScript indexing   712 daemon prio 4 os prio  1 tid 0x0000000029577000 nid 0x6a0 in Object wait    0x000000003990f000    java lang Thread State  WAITING  on object monitor wait Native Method java 502 java 370   locked  lt 0x00000000c3759118 gt   a org eclipse wst jsdt internal core search indexing IndexManager java 745  pool 3 thread 1   412 prio 5 os prio 0 tid 0x000000001e13d000 nid 0x420c waiting on condition  0x00000000415ee000    java lang Thread State  WAITING  parking park Native Method   parking to wait for   lt 0x00000000cc7b8538 gt   a java util concurrent locks AbstractQueuedSynchronizer ConditionObject java 175 java 2039 java 1081 java 809 java 1067 java 1127 java 617 java 745  Session HouseKeeper 5ce78212   411 prio 5 os prio 0 tid 0x000000001e13a000 nid 0x52d0 waiting on condition  0x00000000414ee000    java lang Thread State  TIMED WAITING  parking park Native Method   parking to wait for   lt 0x00000000cc7baff0 gt   a java util concurrent locks AbstractQueuedSynchronizer ConditionObject java 215 java 2078 java 1093 java 809 java 1067 java 1127 java 617 java 745  qtp137884450 410   410 prio 5 os prio 0 tid 0x000000001e13d800 nid 0x6304 waiting on condition  0x00000000413ef000    java lang Thread State  TIMED WAITING  parking park Native Method   parking to wait for   lt 0x00000000cc7c1de0 gt   a java util concurrent locks AbstractQueuedSynchronizer ConditionObject java 215 java 2078 java 382 java 851 java 890 java 745  qtp137884450 409   409 prio 5 os prio 0 tid 0x000000001e13c000 nid 0x5980 waiting on condition  0x00000000412ef000    java lang Thread State  TIMED WAITING  parking park Native Method   parking to wait for   lt 0x00000000cc7c1de0 gt   a java util concurrent locks AbstractQueuedSynchronizer ConditionObject java 215 java 2078 java 382 java 851 java 890 java 745  qtp137884450 408   408 prio 5 os prio 0 tid 0x000000001e140000 nid 0x410c waiting on condition  0x00000000411ee000    java lang Thread State  TIMED WAITING  parking park Native Method   parking to wait for   lt 0x00000000cc7c1de0 gt   a java util concurrent locks AbstractQueuedSynchronizer ConditionObject java 215 java 2078 java 382 java 851 java 890 java 745  qtp137884450 407 acceptor 0 7d40959f ServerConnector 7f857893 HTTP 1 1  http 1 1   127 0 0 1 54939    407 prio 3 os prio  1 tid 0x000000002ca84800 nid 0x5770 runnable  0x00000000410ef000    java lang Thread State  RUNNABLEaccept0 Native Method java 422 java 250   locked  lt 0x00000000cc7ed178 gt   a java lang Object java 385 java 664 java 782 java 918 java 745  qtp137884450 406   406 prio 5 os prio 0 tid 0x000000002ca85000 nid 0x4490 runnable  0x0000000040fee000    java lang Thread State  RUNNABLEpoll0 Native Method java 296 java 278 java 159 java 86   locked  lt 0x00000000cc7c3078 gt   a sun nio ch Util 3   locked  lt 0x00000000cc7c3088 gt   a java util Collections UnmodifiableSet   locked  lt 0x00000000cc7c2ff8 gt   a sun nio ch WindowsSelectorImpl java 97 java 101 java 466 java 403 java 360 java 184 java 171 java 135 run Unknown Source java 782 java 918 java 745  qtp137884450 405   405 prio 5 os prio 0 tid 0x000000002ca83800 nid 0x3208 runnable  0x0000000040eee000    java lang Thread State  RUNNABLEpoll0 Native Method java 296 java 278 java 159 java 86   locked  lt 0x00000000cc7bb2f0 gt   a sun nio ch Util 3   locked  lt 0x00000000cc7bb300 gt   a java util Collections UnmodifiableSet   locked  lt 0x00000000cc7bb270 gt   a sun nio ch WindowsSelectorImpl java 97 java 101 java 466 java 403 java 360 java 184 java 171 java 135 run Unknown Source java 782 java 918 java 745  qtp137884450 404   404 prio 5 os prio 0 tid 0x000000002ca79000 nid 0x5860 runnable  0x0000000040dee000    java lang Thread State  RUNNABLEpoll0 Native Method java 296 java 278 java 159 java 86   locked  lt 0x00000000cc7b8838 gt   a sun nio ch Util 3   locked  lt 0x00000000cc7b8848 gt   a java util Collections UnmodifiableSet   locked  lt 0x00000000cc7b87b8 gt   a sun nio ch WindowsSelectorImpl java 97 java 101 java 466 java 403 java 360 java 184 java 171 java 135 run Unknown Source java 782 java 918 java 745  qtp137884450 403   403 prio 5 os prio 0 tid 0x000000002ca7f000 nid 0x3e4c runnable  0x0000000040cee000    java lang Thread State  RUNNABLEpoll0 Native Method java 296 java 278 java 159 java 86   locked  lt 0x00000000cc7b5ec8 gt   a sun nio ch Util 3   locked  lt 0x00000000cc7b5ed8 gt   a java util Collections UnmodifiableSet   locked  lt 0x00000000cc7b5e48 gt   a sun nio ch WindowsSelectorImpl java 97 java 101 java 466 java 403 java 360 java 184 java 171 java 135 run Unknown Source java 782 java 918 java 745  org eclipse wst sse ui internal reconcile StructuredRegionProcessor   162 daemon prio 1 os prio  2 tid 0x000000002cacf000 nid 0x4160 in Object wait    0x000000003d76f000    java lang Thread State  TIMED WAITING  on object monitor wait Native Method java 670   locked  lt 0x00000000c799de18 gt   a java util Collections SynchronizedRandomAccessList  org eclipse wst sse ui internal reconcile StructuredRegionProcessor   160 daemon prio 1 os prio  2 tid 0x000000002cacc800 nid 0x5058 in Object wait    0x000000003d66f000    java lang Thread State  TIMED WAITING  on object monitor wait Native Method java 670   locked  lt 0x00000000c799de30 gt   a java util Collections SynchronizedRandomAccessList  Provisioning Event Dispatcher   68 daemon prio 5 os prio 0 tid 0x00000000217ed000 nid 0x4558 in Object wait    0x00000000330cf000    java lang Thread State  WAITING  on object monitor wait Native Method java 502 java 400   locked  lt 0x00000000c6202758 gt   a org eclipse osgi framework eventmgr EventManager EventThread java 341  Thread 8   43 prio 5 os prio 0 tid 0x000000002c5b9000 nid 0x3904 waiting on condition  0x000000002e73f000    java lang Thread State  TIMED WAITING  sleeping sleep Native Method java 73  EventAdmin Async Event Dispatcher Thread   32 daemon prio 6 os prio 0 tid 0x000000001c9a1800 nid 0x4b8c in Object wait    0x000000002983f000    java lang Thread State  WAITING  on object monitor wait Native Method java 502 java 400   locked  lt 0x00000000c2382f70 gt   a org eclipse osgi framework eventmgr EventManager EventThread java 341  org eclipse jdt internal ui text JavaReconciler   30 daemon prio 1 os prio  2 tid 0x000000001c99b000 nid 0xfdc in Object wait    0x0000000027ebf000    java lang Thread State  TIMED WAITING  on object monitor wait Native Method java 183   locked  lt 0x00000000c5a80700 gt   a org eclipse jface text reconciler DirtyRegionQueue  Java indexing   29 daemon prio 4 os prio  1 tid 0x000000001dc62800 nid 0x3c94 in Object wait    0x00000000271ef000    java lang Thread State  WAITING  on object monitor wait Native Method java 502 java 378   locked  lt 0x00000000c0e149d0 gt   a org eclipse jdt internal core search indexing IndexManager java 745  Bundle File Closer   27 daemon prio 6 os prio 0 tid 0x000000001dc65000 nid 0x32a0 in Object wait    0x00000000225cf000    java lang Thread State  WAITING  on object monitor wait Native Method java 502 java 400   locked  lt 0x00000000c17117a0 gt   a org eclipse osgi framework eventmgr EventManager EventThread java 341  Gogo shell   23 prio 5 os prio 0 tid 0x000000001dc60800 nid 0x5bbc waiting on condition  0x000000001f0de000    java lang Thread State  WAITING  parking park Native Method   parking to wait for   lt 0x00000000c1904f48 gt   a java util concurrent locks AbstractQueuedSynchronizer ConditionObject java 175 java 2039 java 442 java 1067 java 1127 java 617 java 745  EMF Reference Cleaner   20 daemon prio 5 os prio 0 tid 0x000000001cac9800 nid 0x2e0 in Object wait    0x000000001ecde000    java lang Thread State  WAITING  on object monitor wait Native Method java 143   locked  lt 0x00000000c1711790 gt   a java lang ref ReferenceQueue Lock java 164 java 70  Worker JM   19 prio 5 os prio 0 tid 0x000000001bc22000 nid 0x2fa0 in Object wait    0x000000001da0f000    java lang Thread State  WAITING  on object monitor wait Native Method java 62   locked  lt 0x00000000c1711778 gt   a java util ArrayList  SCR Component Actor   17 daemon prio 5 os prio 0 tid 0x000000001bfb5800 nid 0x41cc in Object wait    0x000000001d2cf000    java lang Thread State  WAITING  on object monitor wait Native Method   waiting on  lt 0x00000000c1711758 gt   a java util LinkedList java 502 java 83   locked  lt 0x00000000c1711758 gt   a java util LinkedList java 745  Start Level  Equinox Container  2d805df0 ae43 4c99 b1aa a5993784d65f   16 daemon prio 5 os prio 0 tid 0x000000001b093000 nid 0x5f14 in Object wait    0x000000001cecf000    java lang Thread State  WAITING  on object monitor wait Native Method   waiting on  lt 0x00000000c17115a8 gt   a org eclipse osgi framework eventmgr EventManager EventThread java 502 java 400   locked  lt 0x00000000c17115a8 gt   a org eclipse osgi framework eventmgr EventManager EventThread java 341  Framework Event Dispatcher  Equinox Container  2d805df0 ae43 4c99 b1aa a5993784d65f   15 daemon prio 5 os prio 0 tid 0x000000001c061000 nid 0x698 in Object wait    0x000000001cdcf000    java lang Thread State  WAITING  on object monitor wait Native Method java 502 java 400   locked  lt 0x00000000c1711928 gt   a org eclipse osgi framework eventmgr EventManager EventThread java 341  Active Thread  Equinox Container  2d805df0 ae43 4c99 b1aa a5993784d65f   13 prio 5 os prio 0 tid 0x000000001be98800 nid 0x2fcc waiting on condition  0x000000001cccf000    java lang Thread State  TIMED WAITING  parking park Native Method   parking to wait for   lt 0x00000000c0800188 gt   a java util concurrent locks AbstractQueuedSynchronizer ConditionObject java 215 java 2078 java 1093 java 809 java 1067 java 1127 java 617 java 745  Service Thread   11 daemon prio 9 os prio 0 tid 0x0000000019107000 nid 0x57ec runnable  0x0000000000000000    java lang Thread State  RUNNABLE C1 CompilerThread3   10 daemon prio 9 os prio 2 tid 0x00000000190ba000 nid 0x35ac waiting on condition  0x0000000000000000    java lang Thread State  RUNNABLE C2 CompilerThread2   9 daemon prio 9 os prio 2 tid 0x00000000190a1800 nid 0x29a4 waiting on condition  0x0000000000000000    java lang Thread State  RUNNABLE C2 CompilerThread1   8 daemon prio 9 os prio 2 tid 0x00000000190a1000 nid 0x54e0 waiting on condition  0x0000000000000000    java lang Thread State  RUNNABLE C2 CompilerThread0   7 daemon prio 9 os prio 2 tid 0x000000001909c800 nid 0x3618 waiting on condition  0x0000000000000000    java lang Thread State  RUNNABLE Attach Listener   6 daemon prio 5 os prio 2 tid 0x000000001909c000 nid 0x4ce4 waiting on condition  0x0000000000000000    java lang Thread State  RUNNABLE Signal Dispatcher   5 daemon prio 9 os prio 2 tid 0x000000001909b000 nid 0x461c runnable  0x0000000000000000    java lang Thread State  RUNNABLE Surrogate Locker Thread  Concurrent GC    4 daemon prio 9 os prio 0 tid 0x00000000190a7800 nid 0x3c98 waiting on condition  0x0000000000000000    java lang Thread State  RUNNABLE Finalizer   3 daemon prio 8 os prio 1 tid 0x000000001903f000 nid 0x2358 in Object wait    0x0000000019dce000    java lang Thread State  WAITING  on object monitor wait Native Method java 143   locked  lt 0x00000000c0680008 gt   a java lang ref ReferenceQueue Lock java 164 java 209  Reference Handler   2 daemon prio 10 os prio 2 tid 0x0000000019036800 nid 0x3ab4 in Object wait    0x0000000019cce000    java lang Thread State  WAITING  on object monitor wait Native Method java 502 java 191   locked  lt 0x00000000c067fff8 gt   a java lang ref Reference Lock java 153  main   1 prio 6 os prio 0 tid 0x0000000002b0d800 nid 0x14cc runnable  0x00000000006fd000    java lang Thread State  RUNNABLESendMessage Native Method java 3457 java 3453 java 3453 java 3503 java 231 java 425 java 1351 java 1269 java 1305 java 1305 java 1305 java 563 java 530 java 524 java 436 java 95 run Unknown Source java 40 java 185   locked  lt 0x00000000cb9e0408 gt   a org eclipse swt widgets RunnableLock java 3961 java 3588 java 1160 java 338 java 1049 java 155 java 633 run Unknown Source java 338 java 557 java 150 java 150 java 203 java 137 java 107 java 400 java 255 invoke0 Native Method java 62 java 43 java 498 java 660 java 597 java 1468  VM Thread  os prio 2 tid 0x000000001902b800 nid 0x28c0 runnable  Gang worker 0  Parallel GC Threads   os prio 2 tid 0x0000000002999000 nid 0x2ab4 runnable  Gang worker 1  Parallel GC Threads   os prio 2 tid 0x000000000299b000 nid 0x47d0 runnable  Gang worker 2  Parallel GC Threads   os prio 2 tid 0x000000000299c800 nid 0x2880 runnable  Gang worker 3  Parallel GC Threads   os prio 2 tid 0x000000000299f800 nid 0x6374 runnable  Gang worker 4  Parallel GC Threads   os prio 2 tid 0x00000000029a1800 nid 0x207c runnable  Gang worker 5  Parallel GC Threads   os prio 2 tid 0x00000000029a3000 nid 0x6180 runnable  Gang worker 6  Parallel GC Threads   os prio 2 tid 0x00000000029a6000 nid 0x6040 runnable  Gang worker 7  Parallel GC Threads   os prio 2 tid 0x00000000029a7800 nid 0x1a1c runnable  G1 Main Concurrent Mark GC Thread  os prio 2 tid 0x0000000002a0e800 nid 0x8e4 runnable  Gang worker 0  G1 Parallel Marking Threads   os prio 2 tid 0x0000000002a10000 nid 0x508c runnable  Gang worker 1  G1 Parallel Marking Threads   os prio 2 tid 0x0000000002a16000 nid 0x42ac runnable  G1 Concurrent Refinement Thread 0  os prio 2 tid 0x00000000029ba800 nid 0x3170 runnable  G1 Concurrent Refinement Thread 1  os prio 2 tid 0x00000000029b7800 nid 0x4744 runnable  G1 Concurrent Refinement Thread 2  os prio 2 tid 0x00000000029b6800 nid 0x3e74 runnable  G1 Concurrent Refinement Thread 3  os prio 2 tid 0x00000000029b3000 nid 0x38d0 runnable  G1 Concurrent Refinement Thread 4  os prio 2 tid 0x00000000029b2000 nid 0x1f88 runnable  G1 Concurrent Refinement Thread 5  os prio 2 tid 0x00000000029b1000 nid 0x4bac runnable  G1 Concurrent Refinement Thread 6  os prio 2 tid 0x00000000029ae000 nid 0x3c8c runnable  G1 Concurrent Refinement Thread 7  os prio 2 tid 0x00000000029ad000 nid 0x4884 runnable  G1 Concurrent Refinement Thread 8  os prio 2 tid 0x00000000029aa000 nid 0x3c0c runnable  String Deduplication Thread  os prio 2 tid 0x0000000018e86800 nid 0x5f80 runnable  VM Periodic Task Thread  os prio 2 tid 0x000000001910e800 nid 0x5658 waiting on condition JNI global references  2497 ,3
330999,Eclipse Debug Fails when launching weblogic server with jdk1 4, Build Identifier  20100917 0705My environment toolsEclipse    Eclipse Java EE IDE for Web Developers    Version  Helios Service Release 1   Build id  20100917 0705Weblogic   8 1Jdk    142 04  inside the bea Project    J2EEI am using an ant build with eclipse project to build The build is copying the class files and web content in the user domains folder of bea  I ran the serverin debug mode  The debug is failing and breakpoints are not considered by eclipse I checked the bugs    and tried to copy 2 dlls  dt socket dll  amp  dt shmem dll   Still no use and debug fails Pls provide the solution for the above issue Reproducible  Always ,3
264378,JDT loosing JRE Classpath entries like rt jar, Sometimes my eclipse  and the eclipse of other colleages  is going wild and loosing it s association to a particular JRE JDK  ThWhen looking  When selecting one of those jars the following error is logged Java Model Exception  Java Model Status  C  Program Files  x86  Java jdk1 5 0 16 jre lib rt jar is not on its project s build path java 553 java 89 java 107 java 162 java 37 java 880 java 48 java 175 java 160 java 2062 java 1138 java 1168 java 227 java 221 java 388 java 84 java 1003 java 3823 java 3422 java 2382 java 2346 java 2198 java 493 java 288 java 488 java 149 java 113 java 193 java 110 java 79 java 386 java 179 invoke0 Native Method java 39 java 25 java 597 java 549 java 504 java 1236 java 1212 To get rid of this is difficult  Sometimes it is enough to clean all projects  refresh all and then rebuild them  Sometimes  as it is this time  it is enough to wait for a moment and retry to expand the e g  rt jar node  Most often I have to restart eclipse  do some clean refresh build sequences and then it will work just fine  ,3
513758,JDT null analysis  Annotate  feature does not provide feedback for user error, When I choose  Open Declaration  to a class file  with source attached  and attempt to invoke  Annotate   nothing happens  there is no error or immediate feedback indicating the cause of my error I discovered th ,3
384794,Evaluate better default UI options and preferences for  typical  java development, Build Identifier  Version  Juno Release Build id  20120614 1722When ever I install a new version of Eclipse  I see it as an opportunity to setup a clean new workspace  but there seems to be a whole of of settings thLink with Editor   default to enabled Package Explorer package presenetation   Default to hierarchicalShow Line Numbers   Default to enabledPreferences   gt     Workspaces   gt  Refresh on Access   default to enabledPreferences   gt  Java   gt     Type Filters   Does it ever make sense to use com sun xml internal    etcPreferences   gt     Compiler   gt  Errors Warnings   Default to  Warning  for a lot of the options  It s not that hard to turn them off  and are one of the many reasons why we use a Java IDE over notepad   Content Assist   Insert mode   default to  Completion overwrites Editor Presentation toolbar   Shown by defaultXML Editor   default to source viewing mode  I know it s not part of the Java stuff  but just another example Obviously these defaults are just my ideal defaults  which isn t necessarily the most ideal option for the average Joe user of eclipse  hence the  Evaluate     in the summary This enhancement could be far wider scoped than just the things I ve mentioned Reproducible  Always ,3
517034, Interface support for methode override, Well this sound confusing but when i used Eclipse Juno i was able to override methodes with custom  Interfaces applied to them and Eclipse Juno was able to transfer these over to the overriden class When i updated to Eclipse Neon thTo give an example public class BaseClass      SideOnly Side CLIENT     public void onClientTick             public class JunoClass extends BaseClass       Override      SideOnly Side CLIENT      public void onClientTick               public class NeonClass extends BaseClass      Override    public void onClientTick             The NeonClass represents the Eclipse Neon program and the JunoClass represents the Eclipse Juno Program And this is whMy Envioment actually requires thAnd i kinda want to have thBecause i cant live without both xDI wonder if that feature was disabled and could be enabled again     ,3
396873,Consider removing the jdt launching macosx   bundles,   pretty much all of the support for the Mac VM runners has been merged with the standard VM runner in jdt launching  ThThe remainder of this code could easily be merged with jdt launching to have all of our Java launching support in once place and delete these two bundles Dani  John wh ,3
457623,IllegalArgumentException computing proposals for inner class field in display view,   changed a bit  public class MyClass    public Runnable m1        return new Runnable          private int innerClassField       public void run            innerClassField        lt  lt  breakpoint goes here                    public static void main String   args   MyClass mc   new MyClass   mc m1   run     If you open the Display view  enter  inner  and activate content assist  you get the following exception  java lang IllegalArgumentExceptionjava 589 java 912 java 856 java 2638 java 619 java 573 java 49 java 245 java 6444 java 6579 java 11835 java 3295 java 1713 java 2083 java 131 java 91 java 79 java 145 java 1904 java 42 java 1902 java 573 java 570 java 505 java 70 java 499 java 1720 java 967 java 52 java 288 java 90 invoke0 Native Method invoke Unknown Source invoke Unknown Source invoke Unknown Source java 55 java 247 java 229 java 132 java 149 java 499 java 508 java 210 java 286 java 507 java 558 java 378 java 324 java 86 java 84 java 1262 java 1060 java 1085 java 1070 java 1112 java 1108 java 1529 java 4746 java 343 java 4627 java 339 java 5042 CallWindowProcW Native Method java 2443 java 640 DispatchMessageW Native Method java 2549 java 3759 java 1151 java 337 java 1032 java 156 java 648 java 337 java 592 java 150 java 138 java 196 java 134 java 104 java 380 java 235 invoke0 Native Method invoke Unknown Source invoke Unknown Source invoke Unknown Source java 648 java 603 java 1465 The exception occurs with and without the fix from  ,3
479620,AssertionFailedException below AbstractJavaCompletionProposal setReplacementOffset  680 , Dear JDT team this was flagged by the automated error reporting as belonging to Code Recommenders  However  I have just confirmed thFWIW  Code Recommenders only copied this method for technical reasons  which are gone now     so I would hope thI can t give you more information than whHope this helps nevertheless AndreasThe following incident was reported via the automated error reporting     code                    0    plugin                  org eclipse ui 3 107 0 v20150507 1945    message                 Unhandled event loop exception    fingerprint             e0489fa1    exception class         org eclipse core runtime AssertionFailedException    exception message       assertion failed      number of children      0        org eclipse core runtime AssertionFailedException  assertion failed      java 110     java 96     java 680     java 292     java 208     java 288     java 504     java 489     java 963     java 1374     java 814     java 493     java 66     java 84     java 4362     java 1113     java 1137     java 1122     java 788     java 5990     java 5682     java 84     java 4362     java 1113     java 1137     java 1122     java 1164     java 1160     java 1581     java 4781     java 343     java 4662     java 339     java 5050     java  2     java 2549     java 3767     java 1127     java 337     java 1018     java 156     java 654     java 337     java 598     java 150     java 139     java 196     java 134     java 104     java 380     java 235     java  2     java 62     java 43     java 497     java 669     java 608     java 1515      General Information     reported by           anonymous id      e4d3910e d301 448e 871e a4defee34dc5    eclipse build id  4 5 0 I20150603 2000    eclipse product   org eclipse epp package java product    operating system  Windows7 6 1 0  x86 64    win32    jre version       1 8 0 60 b27The following plug ins were present on the execution stack         1  org eclipse core databinding observable 1 5 0 v20150422 0725    2  org eclipse core databinding 1 5 0 v20150422 0725    3  org eclipse core runtime 3 11 0 v20150405 1723    4  org eclipse e4 ui workbench 1 3 0 v20150531 1948    5  org eclipse e4 ui workbench swt 0 13 0 v20150504 0621    6  org eclipse equinox app 1 3 300 v20150423 1356    7  org eclipse equinox launcher 1 3 100 v20150511 1540    8  org eclipse jdt ui 3 11 0 v20150527 0925    9  org eclipse jdt 3 11 0 v20150603 2000    10  org eclipse jface text 3 10 0 v20150603 1752    11  org eclipse jface 3 11 0 v20150602 1400    12  org eclipse recommenders completion rcp 2 2 0 v20150609 1848    13  org eclipse swt 3 104 0 v20150528 0211    14  org eclipse ui 3 107 0 v20150507 1945    15  org eclipse ui ide application 1 1 0 v20150422 0725    16  org eclipse ui ide 3 11 0 v20150510 1749Please note that   Messages  stacktraces  and nested status objects may be shortened   Bug fields like status  resolution  and whiteboard are sent  back to reporters   The list of present bundles and their respective versions was  calculated by package naming heuristics  This may or may not reflect reality Other Resources   Report      Manual  Thank you for your assistance Your friendly error reports inbox This bug was created on behalf of andreas sewe xxxxxxxxxxxx  ,3
474269,NullPointerException in DebugContextManager addDebugContextListener  189 , The following incident was reported via the automated error reporting     code                    0    plugin                  org eclipse ui 3 107 0 v20150507 1945    message                 Unhandled event loop exception    fingerprint             f6830291    exception class         org eclipse swt SWTException    exception message       Failed to execute runnable  java lang NullPointerException     number of children      0        org eclipse swt SWTException  Failed to execute runnable  java lang NullPointerException     java 4491     java 4406     java 138     java 4155     java 3772     java 1127     java 337     java 1018     java 156     java 654     java 337     java 598     java 150     java 139     java 196     java 134     java 104     java 380     java 235     invoke0 null  2     invoke null  1     invoke null  1     invoke null  1     java 669     java 608     java 1515     java 1488 caused by  java lang NullPointerException  null    java 189     java 69     java 68     java 77     java 35     java 135     java 4155     java 3772     java 1127     java 337     java 1018     java 156     java 654     java 337     java 598     java 150     java 139     java 196     java 134     java 104     java 380     java 235     invoke0 null  2     invoke null  1     invoke null  1     invoke null  1     java 669     java 608     java 1515     java 1488      General Information     reported by           anonymous id      6f797541 1c34 4741 8e63 2989da870a88    eclipse build id  4 5 0 I20150603 2000    eclipse product   org eclipse epp package jee product    operating system  Windows8 6 3 0  x86 64    win32    jre version       1 8 0 45 b15The following plug ins were present on the execution stack         1  org eclipse core databinding observable 1 5 0 v20150422 0725    2  org eclipse core databinding 1 5 0 v20150422 0725    3  org eclipse core runtime 3 11 0 v20150405 1723    4  org eclipse debug ui 3 11 0 v20150514 0917    5  org eclipse e4 ui workbench 1 3 0 v20150531 1948    6  org eclipse e4 ui workbench swt 0 13 0 v20150504 0621    7  org eclipse equinox app 1 3 300 v20150423 1356    8  org eclipse equinox launcher 1 3 100 v20150511 1540    9  org eclipse jdt debug ui 3 7 0 v20150505 1916    10  org eclipse jdt debug 3 9 0 v20150528 1838    11  org eclipse jdt 3 11 0 v20150603 2000    12  org eclipse swt 3 104 0 v20150528 0211    13  org eclipse ui 3 107 0 v20150507 1945    14  org eclipse ui ide application 1 1 0 v20150422 0725    15  org eclipse ui ide 3 11 0 v20150510 1749Please note that   Messages  stacktraces  and nested status objects may be shortened   Bug fields like status  resolution  and whiteboard are sent  back to reporters   The list of present bundles and their respective versions was  calculated by package naming heuristics  This may or may not reflect reality Other Resources   Report      Manual  Thank you for your assistance Your friendly error reports inbox  ,3
