277222, type wizards  Extended Interfaces Selection dialog flashes then hides info message, 3 5RC2 test build  File  gt  New  gt  Interface  press the Add    button beside the Extended Interfaces list  choose any interface and press the Add button  press the Add button again and error message     already in list   is quickly flashed and then goes away    gt  I think this message is supposed to stay in order to be readable ,3
518408,remove org eclipse ecf provider discovery from org eclipse mylyn builds development feature,  ,3
467525, Moka    The semantic model corresponding to the execution engine provided for UML state machines must be provided,  ,3
456611, QualityGuide  Should the quality guide be documented in the same format as other documents ,  ,3
478458, content assist  Consider arguments after the caret to make better proposals, screenshotWhen I hit completion in the context of a parameter of a method call  the proposed types should first propose me applicable types instead of just types thIn the attached screenshot you see th ,3
111744, quick fix  Change signature to override again, Version  3 1 0Build id  I20050928 1300Having  Comparator lt ISourceRange gt  comparator  new Comparator   public int compare Object o1  Object o2  return   ISourceRange o2  getOffset       ISourceRange o1  getOffset      And then change new Comperator    to new Comperator lt ISourceRange gt     The error at compare is  Name clash  The method compare Object  Object  of type new Comparator lt ISourceRange gt      has the same erasure as compare T  T  of type Comparator lt T gt  but does not override it A quick fix which replaces Object by ISourceRange whould be very nice  ,3
304598,Hide runtime modules with nothing to display in ROV, The following modules in xdc runtime don t have anything interesting to display in ROV  so they should just be hidden    Assert   Core   Defaults   Log   Main   SysStd   Timestamp   TypesThis can be accomplished with  showRawTab   false   however I don t think this currently works if the raw tab is the only tab in the module  This will need to be fixed first  ,3
45073, key binding  Ctrl Shift Up Down for next prev member overrides expected behaviour, build I20031015When editing Java code  I often use Ctrl Shift Right Left to select the next previous word   Sometimes I want to extend the selection to the next previous line  so I use the Down Up keys while still holding down the same modifiers Ctrl Shift Down Up has recently been changed to go to the next previous member  which breaks the expected behaviour of extending the selection to the next previous line I realize I could release Ctrl to make this work  but this pattern is really ingrained in my fingers   I suspect I m not the only one  ,3
540381, JUnit  Allow multiple JUnit report files selection in the Import feature of JUnit view, The  Import     menu in the  JUnit  view should support multiple    xml  files selection in the open file dialog This feature would be useful for cases where a maven build is executed from the command line  a lot of JUnit xml reports are available in the  target surefire reports   folder  If you needs to import them in Eclipse IDE  having to do it one by one is not optimal The corresponding code  already contains a TODO marker for that I will open a gerrit change for that  ,3
408247, dnd  Dropping method inside an enum causes exceptions, I usually move methods using the Outline view  Now moving resulted in an internal error  java lang ArrayIndexOutOfBoundsException   1 What steps will reproduce the problem 1  Create Java enum1 1 implementing an interface with at least 2 methods 1 2 with several enums at the beginning 1 3 having one string argument in the enum constructor 1 4 implementing the interface methods per enum constant  like anonymous subclasses 2  Add 2 top level interfce methods to the end3  Select these new methods in Outline view4  Drop these methods Result  Popup with internal error  error log entry see below    Error Details   Date  Thu May 16 16 16 40 CEST 2013Message  Internal ErrorSeverity  ErrorProduct  Eclipse SDK 3 8 2 v201301310800  org eclipse sdk ide Plugin  org eclipse jdt uiSession Data eclipse buildId M20130131 0800java version 1 6 0 43java vendor Sun Microsystems Inc BootLoader constants  OS linux  ARCH x86 64  WS gtk  NL en USFramework arguments    eclipse password  home jt  eclipse Eclipse passwordCommand line arguments    os linux  ws gtk  arch x86 64  eclipse password  home jt  eclipse Eclipse passwordException Stack Trace java lang reflect InvocationTargetExceptionjava 477 java 372 java 759 java 70 java 756 java 2649 java 191 java 151 java 70 java 283 java 220 java 246 java 211 java 42 java 49 java 175 java 209 java 90 java 84 java 1276 java 1300 java 1285 java 1079 java 371 java 251  gtk drag get data Native Method java 6743 java 416 java 258  gtk main do event Native Method java 8317 java 1193  g main context iteration Native Method java 2342 java 3184 java 2701 java 2665 java 2499 java 679 java 332 java 668 java 149 java 124 java 196 java 110 java 79 java 353 java 180 invoke0 Native Method java 39 java 25 java 597 java 629 java 584 java 1438 java 1414 Caused by  java lang ArrayIndexOutOfBoundsException   1java 324 java 1152 java 3804 java 3758 java 3815 java 3842 java 2227 java 169 java 292 java 97 java 39 java 728 java 2344 java 5204 java 106 java 464     55 moreRoot exception java lang ArrayIndexOutOfBoundsException   1java 324 java 1152 java 3804 java 3758 java 3815 java 3842 java 2227 java 169 java 292 java 97 java 39 java 728 java 2344 java 5204 java 106 java 464 java 372 java 759 java 70 java 756 java 2649 java 191 java 151 java 70 java 283 java 220 java 246 java 211 java 42 java 49 java 175 java 209 java 90 java 84 java 1276 java 1300 java 1285 java 1079 java 371 java 251  gtk drag get data Native Method java 6743 java 416 java 258  gtk main do event Native Method java 8317 java 1193  g main context iteration Native Method java 2342 java 3184 java 2701 java 2665 java 2499 java 679 java 332 java 668 java 149 java 124 java 196 java 110 java 79 java 353 java 180 invoke0 Native Method java 39 java 25 java 597 java 629 java 584 java 1438 java 1414  ,3
