313479,Allow for individual project donations, Friends of Eclipse is fine and lets the ecosystem benefit  However  individual project donations would help especially smaller projects without commercial backing  Thus please add functionality thMy concrete use case is  th ,3
309081,Provide infrastructure to provision end user examples, The idea is to provide an infrastructure for other projects to contribute their own examples as part of the release train  Based on the idea of PDE templates  the infrastructure should allow to  Provision the corresponding target platform  Import the example bundles  not sure yet how   included in the example contributions or as own repository   open up a cheatsheet that helps the user to get startedI think we have several opportunities in this area to make it a 2 click workflow to get started with a new Eclipse technology  ,3
489926,Missing license headers Java files , Some of the java files in the repo have no license headers   examples aeri ide bundle src aeri ide DemoServerConnection java  examples aeri rcp bundle src aeri rcp DemoNotificationSupport java  examples aeri rcp bundle src aeri rcp DemoServerConnection java  examples aeri rcp bundle src aeri rcp LogEvent java  examples aeri rcp bundle src aeri rcp handlers NotifyConfigureSystemHandler java  examples aeri rcp bundle src aeri rcp handlers NotifyLogEventHandler java  examples aeri rcp bundle src aeri rcp handlers NotifyServerResponseHandler java  examples aeri rcp silent bundle src aeri rcp silent ConsoleLogServerConnection java  tests org eclipse epp logging aeri core tests src org eclipse epp logging aeri core filters AcceptFreezeFilterTest java  tests org eclipse epp logging aeri core tests src org eclipse epp logging aeri core filters AcceptedPackagesFilterTest java  tests org eclipse epp logging aeri core tests src org eclipse epp logging aeri core filters AcceptedPluginsFilterTest java  tests org eclipse epp logging aeri core tests src org eclipse epp logging aeri core filters AcceptedProductsFilterTest java  tests org eclipse epp logging aeri core tests src org eclipse epp logging aeri core filters NoErrorStatusFilterTest java  tests org eclipse epp logging aeri core tests src org eclipse epp logging aeri core filters StatusIgnorePatternFilterTest java  tests org eclipse epp logging aeri ide tests src org eclipse epp internal logging aeri ide actions ConstantBehaviorCx java  tests org eclipse epp logging aeri ide tests src org eclipse epp internal logging aeri ide actions DemoEndpoint java  tests org eclipse epp logging aeri ide tests src org eclipse epp internal logging aeri ide notifications SetupNewServersNotificationTest java  tests org eclipse epp logging aeri ide tests src org eclipse epp internal logging aeri ide server mars ErrorAnalyserMessageParserTest java  tests org eclipse epp logging aeri ide tests src org eclipse epp internal logging aeri ide server mars IoTest java  tests org eclipse epp logging aeri ide tests src org eclipse epp internal logging aeri ide server mars LocalReportsHistoryTest java  tests org eclipse epp logging aeri ide tests src org eclipse epp internal logging aeri ide server mars RemoteProblemsHistoryTest java  tests org eclipse epp logging aeri ide tests src org eclipse epp internal logging aeri ide server mars ServerConnectionTest java  tests org eclipse epp logging aeri ide tests src org eclipse epp internal logging aeri ide server mars StatusesFingerprintTest java  tests org eclipse epp logging aeri tests src org eclipse epp logging aeri tests util TestStatus java  tests org eclipse epp logging aeri tests src org eclipse epp logging aeri tests util TestStatuses java ,3
499446,Exception during code completion, Not sure wh   Error Details   Date  Tue Aug 09 15 42 57 CEST 2016Message  Problems occurred when invoking code from plug in   org eclipse text  Severity  ErrorProduct  Eclipse 4 6 0 20160613 1800  org eclipse epp package java product Plugin  org eclipse textException Stack Trace java lang IllegalStateException  startLine  229  does not match endLine  230 java 459 java 5123 java 212 java 182 java 231 java 84 java 5219 java 1340 java 1366 java 1349 java 3382 java 771 java 182 java 1993 java 5819 java 5490  gtk main do event Native Method java 9545 java 1275  gdk window process updates Native Method java 6123 java 313 java 240 java 108 java 396 java 159 java 3376 java 52 java 341 java 202 java 743 java 712 java 696 java 770 java 1101 java 173 java 1119 java 161 java 103 java 1094 java 1119 java 625 java 233 java 7374 java 8225 java 2530 java 6018 java 6049 java 5733 java 84 java 5219 java 1340 java 1366 java 1349 java 1378 java 764 java 3457 java 801 java 2000 java 5819 java 5490  gtk main do event Native Method java 9545 java 1275  g main context iteration Native Method java 2495 java 4141 java 1121 java 336 java 1022 java 150 java 687 java 336 java 604 java 148 java 138 java 196 java 134 java 104 java 388 java 243 invoke0 Native Method java 62 java 43 java 498 java 673 java 610 java 1519 java 1492  ,3
141820,Delete Action does not work properly for Ruler Guides , The NOR tester executed the following steps for the GEF First  you need to create a simple project Go to File  gt  New  gt  Project Select General  gt  Project Type in  a name  for example  Test  Click Finish Right click on Test  Select New  gt  Other Select Examples  gt  Logic DiagramClick NextSelect Four bit Adder ModelClick FinishIf the rulers are not visible  go to the View menu and enable them  View gt  Rulers Right click anywhere on either of the rulers to bring up its context menuSelect  Create GuideHighlight the guide you just createdClick on Edit on the toolbarSelect Delete You can also click on  and press Delete key When she highlight ed the guide and Selected Edit gt  Delete from the toolbar   the Delete function was greyed out  The Delete key did work for her and also Delete in the menu is translated correctly This article was reassigned from Category   TVT Testing    ,3
303584,Link JavaLite explorer with editor,  ,3
541347,Install warning  provide info  which  plugins have not trusted certificates, default warning gives no hintsI m installing a bunch of plugins and see the dialog appearing asking me to confirm some certificate While I have no idea about certificate validity itself  I can only  blindly  confirm or reject  the dialog does not provide any useful information  technical certificate details are not really useful in this case  If  however  I would get some message like  plugin XYZ1  XYZ2  XYZ3 use this certificate and we need a confirmation from you to install them   I would be not blind anymore  because I usually know which plugins I trust and which not So from my POV  this dialog should contain information   which bundle  has this certificate  ,3
433951,JSP Support is broken with Glassfish v2 2 2, Includes 2 plugin projects as well as a screenshot showing the Run Configuration I used Attached is a sample project to reproduce the problem   There are actually 2 issues  one th1  org apache jasper glassfish bundle does not import javax servlet jsp resources   This results in an error where the Compiler cannot find the required web jsptaglibrary DTD As a workaround  I created a fragment bundle th2  The TldScanner java file included with org apache jasper glassfish bundle has a  systemUris  String array in which  is the only element   This prevents the c tld file from getting a mapping entry   and subsequently the following JasperException is thrown PWC6188  The absolute uri   cannot be resolved in either web xml or the jar files deployed with this applicationThis happens regardless of whether you have the tld files included locally  as the attached project does   web WEB INF tlds  or if you reference them from a bundle Line 541 of TldScanner java has the logic thMy attached archive is simply a slightly modified version of the Equinox Server Side JSP Examples project   I changed it slightly to use Eclipse extension points  as opposed to its default implementation of using the http helper bundle    The default Target Platform contains all required plugins   I am using Eclipse Kepler Service Release 2 Steps to reproduce 1  Unzip file 2  Import the 2 projects from the zip 3  Create a run configuration that matches the screenshots included in the pdf 4  Launch the Run Config 5  Go to  6   Click on any of the  Expression Language  Execute links  first grouping    they should work 7  Click on any of the  Tag Plugins  Execute links  last grouping    they should result in a stack trace in your console ,3
294852, SVN Change Sets  model does not always display date and author information, In the Synchronize View   Incoming changes  SVN Change Sets enabledsome change sets do not contain neither date nor author  but display  6955  no date   no author   Looking at the specific change set in more details   File 1  deleted  date and author available from the last version   File 2  added  here both date and author are available So I guess somehow the information from File 2 is not taken for the change set date and author tags What happens if only deleted files are in change set  Is it possible to get date and author information then h1  Steps to reproduce  At revision 4241    directories  dir1 dir2   and  dir1 dir3    Create  file 1 txt    Delete  file 1 txt   outside Eclipse in another workspace  Create  file 2 txt   outside Eclipse in another workspace  Commit both changes outside Eclipse in another workspace with comment  XXX   Synchronize in Eclipse  Go to incoming changes  Switch to SVN Changesets modelbc  4242  no date   no author  XXX   dir1     dir2      lt   file 1 txt 4241     dir3      lt   file 2 txth1  Version DetailsVersion 0 7 8 I20091106 1900SVN Client org eclipse team svn connector svnkit15 2 2 1 I20091106 1700 SVN 1 5 6 SVNKit 1 2 3    r5745JVM Properties  java vendor Sun Microsystems Inc   osgi bundles defaultStartLevel 4  org osgi supports framework extension true  sun management compiler HotSpot Client Compiler  eclipse p2 profile epp package jee  os name Linux  org eclipse mylyn internal wikitext ui editor syntax FastMarkupPartitioner debug true  osgi ws gtk  java vm specification vendor Sun Microsystems Inc   java runtime version 1 6 0 11 b03  osgi instance area file  export home joerg macd workspace   user name joerg  osgi framework extensions reference file javax transaction 1 1 1 v200909161740 jar reference file org eclipse persistence jpa equinox weaving 1 1 2 v20090612 r4475 jar  eclipse launcher  opt Eclipse 3 5 1 Galileo 2009 10 31 TasktopPro eclipse eclipse  org osgi framework language en  osgi frameworkClassPath    file  opt Eclipse 3 5 1 Galileo 2009 10 31 TasktopPro eclipse plugins javax transaction 1 1 1 v200909161740 jar  file  opt Eclipse 3 5 1 Galileo 2009 10 31 TasktopPro eclipse plugins org eclipse persistence jpa equinox weaving 1 1 2 v20090612 r4475 jar  user language en  org osgi framework processor x86  osgi syspath  opt Eclipse 3 5 1 Galileo 2009 10 31 TasktopPro eclipse plugins  sun boot library path  LOCAL COPY fileserver export opt2 JavaCentral linux jdk1 6 0 11 jre lib i386  osgi manifest cache  opt Eclipse 3 5 1 Galileo 2009 10 31 TasktopPro eclipse configuration org eclipse osgi manifests  org eclipse swt internal gtk disablePrinting   java version 1 6 0 11  org osgi framework os name Linux  user timezone Europe Berlin  java net preferIPv4Stack true  sun arch data model 32  java endorsed dirs  LOCAL COPY fileserver export opt2 JavaCentral linux jdk1 6 0 11 jre lib endorsed  osgi tracefile  export home joerg macd workspace  metadata trace log  sun cpu isalist   sun jnu encoding ISO 8859 1  eclipse application org eclipse ui ide workbench  file encoding pkg sun io  org osgi framework vendor Eclipse  file separator    java specification name Java Platform API Specification  java class version 50 0  user country US  org eclipse equinox launcher splash location  opt Eclipse 3 5 1 Galileo 2009 10 31 TasktopPro eclipse  plugins org eclipse platform 3 3 201 v200909170800 splash bmp  java home  LOCAL COPY fileserver export opt2 JavaCentral linux jdk1 6 0 11 jre  osgi os linux  eclipse commands  os linux  ws gtk  arch x86  showsplash  opt Eclipse 3 5 1 Galileo 2009 10 31 TasktopPro eclipse  plugins org eclipse platform 3 3 201 v200909170800 splash bmp  launcher  opt Eclipse 3 5 1 Galileo 2009 10 31 TasktopPro eclipse eclipse  name Eclipse   launcher library  opt Eclipse 3 5 1 Galileo 2009 10 31 TasktopPro eclipse  plugins org eclipse equinox launcher gtk linux x86 1 0 200 v20090520 eclipse 1206 so  startup  opt Eclipse 3 5 1 Galileo 2009 10 31 TasktopPro eclipse  plugins org eclipse equinox launcher 1 0 201 R35x v20090715 jar  product org eclipse epp package jee product  keyring  export home joerg  eclipse keyring  keyring  vm  LOCAL COPY fileserver export opt2 JavaCentral linux jdk1 6 0 11 bin    jre lib i386 client libjvm so   java vm info mixed mode  osgi splashLocation  opt Eclipse 3 5 1 Galileo 2009 10 31 TasktopPro eclipse  plugins org eclipse platform 3 3 201 v200909170800 splash bmp  os version 2 6 24 24 generic  osgi arch x86  path separator    java vm version 11 0 b16  org osgi supports framework fragment true  osgi framework shape jar  osgi instance area default file  export home joerg macd workspace   java awt printerjob sun print PSPrinterJob  sun io unicode encoding UnicodeLittle  org osgi framework version 1 5 0  osgi install area file  opt Eclipse 3 5 1 Galileo 2009 10 31 TasktopPro eclipse   osgi framework file  opt Eclipse 3 5 1 Galileo 2009 10 31 TasktopPro eclipse plugins org eclipse osgi 3 5 1 R35x v20090827 jar  user home  export home joerg  org eclipse equinox simpleconfigurator configUrl file org eclipse equinox simpleconfigurator bundles info  org eclipse mylyn context core context active true  osgi bundlestore  opt Eclipse 3 5 1 Galileo 2009 10 31 TasktopPro eclipse configuration org eclipse osgi bundles  osgi splashPath platform  base plugins org eclipse platform  osgi nl en US  java specification vendor Sun Microsystems Inc   java library path  LOCAL COPY fileserver export opt2 JavaCentral linux jdk1 6 0 11 jre lib i386 client  LOCAL COPY fileserver export opt2 JavaCentral linux jdk1 6 0 11 jre lib i386  usr lib xulrunner addons  usr lib xulrunner addons  usr java packages lib i386  lib  usr lib  java vendor url  ,3
314756, Browser  Browser freezes in setText  , full dump taken from   I believe I am having the same problem  In addition to Eclipse freezing whenusing content assist  it seems to free when I hover over an object or method  Iam running Eclipse 3 5 1  build ID 20090920 1017  on Windows XP  but I havetried Eclipse 3 3 as well  and the problem exists on both  The problem onlyoccurs when I am connected to the internet Main thread   full dump attached  main  prio 6 tid 0x00a56800 nid 0xc8c runnable  0x0013e000    java lang Thread State  RUNNABLEVtblCall Native Method java 64 java 487 java 450 java 956 java 949 java 318 java 1170 java 1139 java 418 java 533 java 1120 java 1110 java 517 java 462 java 342   locked  lt 0x0abf0068 gt   a org eclipse jface text contentassist AdditionalInfoController 10 java 35 java 134   locked  lt 0x0abf5068 gt   a org eclipse swt widgets RunnableLock java 3855 java 3476 java 2405 java 2369 java 2221 java 500 java 332 java 493 java 149 java 113 java 194 java 110 java 79 java 368 java 179 invoke0 Native Method invoke Unknown Source invoke Unknown Source invoke Unknown Source java 559 java 514 java 1311   ,3
