4,Rename package in Android Studio ,"How do you rename packages in the new IDE Android Studio based on IntelliJ IDEA? Is there an automatic refactoring included?  I want to make bulk refactoring but I don't know how. I worked two years with Eclipse and in Eclipse it's a one-click operation.For example if you want to change  attribute in your manifest. Clean and Rebuild.  (which is now independent of the package name) can be done very easily in one step. You don't have to touch AndroidManifest.Instead do the following:  Note this will > change the package name. The decoupling of Package Name and Application ID is explained here: The approach used by me for renaming the package name is simple as follows:- : Select the Project option from left menu of Android Studio  : Right click on java and add a new package and set the desired package name  : Enter you new packagename  :Copy all the files from your old package and paste in the new package  :Rename the package name in manifest file  :Rename the package name in build.gradle file  :Then right click the old package and delete it with all its data and delete that directory as well  :Then Rebuild your project  :Then you will find some errors of old import packagename in your project :Then a popup appears like below and select All files option from it  :Rebuild your project again bingo your project packagename has been changed :) Place your cursor in the package name like shown below. Don't select it just place it.  Then press  you will get a popup window as shown below select.(Note since my cursor is on ""something"" only something is renamed.) That's it done. Right-click on the package at the  If your package name is more than two dot separated say  you might DO the following steps to refactoring your package name(s) in Android Studio or IntelliJ: then refactor them by moving them to com and com.hello respectively.   You will see com and com.hello sitting there at the Project(   or  for shortcut) and rename directories refactoring is   waiting there as you expected. Refactor to rename one or more of these directories to reach your aim. The only thing you should notice here is you must choose the directories rather than Packages when a dialog ask you. If you've got lots of classes in your project it will take you a while to wait for its auto-scan-and-rename. Besides you need to rename the package name inside the AndroidManifest.xml manually I guess such that other names in this file can benefit the prefix.  and then insert the desired package name. 2- Open  to the desired package  name. Select option  Uncheck the Compact Empty Middle Packages option. Renaming directory crl to crl1 Finally click on Do Refactor button marked in image belowenter code here After Changes done Please try the following steps: *******Finally it’s done ******   Press  has always worked for me.Simply . It should be fine from here. The best way is to write the new package name and drag from the older package name. The second way if you click > then move option then rename the package name it will rename the package name and then rebuild. In Build.gradle you have to do manually if you Refactor then it will not rename in Build.gradle. I recommend to use the  Done!"
8,nullpointerexception - Which @NotNull Java annotation should I use? ,"I'm looking to make my code more readable as well as use tooling like IDE code inspection and/or static code analysis (FindBugs and Sonar) to avoid NullPointerExceptions.  Many of the tools seem incompatible with each others' > > > > >>  > >Since  (whose goal was to standardize .The former comes with JEE. If this is better than  which  might come eventually with JSE or never at all is a matter of debate.I personally prefer . As other packages graduatedfrom  in the past the javax.annotation wouldbe a step in the right direction. I was hoping that they all have basically the same trivial implementationbut a detailed analysis showed that this is not true. First for the similarities: The ). As described in  the impact of runtime annotationsis smaller than one might think but they have the benefitof enabling tools to do runtime checks in addition to thecompile time ones.  Another important difference is > in the code the annotations can be used.There are two different approaches. Some packages use JLS 9.6.4.1 style contexts. The following table gives an overview:  use the contexts defined in JLS 4.11 which is in my opinion the right way to do it. This leaves us with  in this round. To help you to compare further details yourself I list the code of every annotation below.To make comparison easier I removed comments imports and the  annotation.(they all had  except for the classes from the Android package).I reordered the lines and .In and it has a longish implementation. From my experience If you are willing to buy into the Checker Framework just usetheir . These and other helpful Android-specific annotations are available in the : The support library itself has also been annotated with these  annotations so as a user of the support library Android Studio will  already check your code and flag potential problems based on these  annotations. If anyone is just looking for the IntelliJ classes: you can get them from the maven repository with JSR305 and FindBugs are authored by the same person. Both are poorly maintained but are as standard as it gets and are supported by all major IDEs. The good news is that they work well as-is. Here is how to apply @Nonnull to all classes methods and fields by default.See  for details. Just pointing out that the Java Validation API ( framework.Similar to Find-bugs or  is supposed to ship in less than 6 months:-OSimilar to  annotations. For example: If you use the correct  then the annotations  Click the ""police officer"" in the lower right corner of the IntelliJ status bar. And click ""Configure inspections"" in the popup. Next ...   There is another way to do this in Java 8.I am doing 2 things to accomplish what I needed: Example: So my question is do we even need to annotate when using java 8?  Edit: I found out later that some consider a bad practice to use ). The latter is only compatible with Android so it can't be used in non-Android JVM/Java/Kotlin projects. However the JetBrains package works everywhere. So if you develop Java packages that should also work in Android and Kotlin (and be supported by Android Studio and IntelliJ) your best choice is probably the JetBrains package. Maven: Gradle: Doesn't sun have their own now? What's this: the artifact containing the  is applied to item with a primitive type). The annotation processor provides additional assurance during the software development process that the information conveyed by the application of these annotations is accurate including in cases of method inheritance. One of the nice things about IntelliJ is that you don't need to use their annotations. You can write your own or you can use those of whatever other tool you like. You're not even limited to a single type. If you're using two libraries that use different @NotNull annotations you can tell IntelliJ to use both of them. To do this go to ""Configure Inspections"" click on the ""Constant Conditions &amp; Exceptions"" inspection and hit the ""Configure inspections"" button. I use the Nullness Checker wherever I can so I set up IntelliJ to use those annotations but you can make it work with whatever other tool you want. (I have no opinion on the other tools because I've been using IntelliJ's inspections for years and I love them.)"
9,intellij idea - Error:java: javacTask: source release 8 requires target release 1.8 ,"Using IntelliJ IDE can't compile any projects. Screenshots of settings below: Used JDK:  Anybody have any ideas? Add the compiler plugin to  node: (Hoisted from the comments.) Note: If you don't mind reimporting your project then the only thing you really need to do is change the pom and reimport the project then IntelliJ will pick up the correct settings and you don't have to manually change them. You need to go to Settings and set under the Java compiler the following: If you are working with Android-studio 1.3 Follow the below steps - Go to  tab choose. And you  are good to go. Under compiler.xml  file you will find : and you can change the target value from your old to the new for me i needed to change it from 1.5 to 1.8  I've just spent a while struggling with the same problem. The only thing that worked for me was not using the built mvn (3.3.9) but pointing it to an external downloaded version (3.5.0). Finally the project opened and everything was good.  In your Gradle app level file  &gt;&gt; compileOptions add this two lines For me the problem was about Maven not able to find proper configurations since these items were specified in parent pom. Changing File -&gt; Settings -&gt; Build Excecution Deployment -&gt; Maven -&gt; User Settings file to point to my custom settings with proper repositories fixed the problem that was otherwise hiding. Found out about the problem through Help -&gt; Show log in explorer -&gt; clicking the log file when previously only got the error in the title and ""java.lang.NullPointerException"" in the console.  you must check that Intellij has auto-imported your project. You can check by clicking on the Maven tab on the right of your Editor.  If your Project is not here then add the  is set appropriately. I have checked all of the above but the error still occurs. But reimport all maven Projects (reload button inside Maven Projects panel) works in my case. Don't forget to set dependencies for your module: This issue occurs if your module is configured with Annotation processor and other module is not.Set the same configuration for all the modules as it wold be cyclic dependency."
10,Eclipse IDE for Java - Full Dark Theme ,"Is there any way to completely turn Eclipse to a dark IDE?Here's a  (Which I have changed a little bit) my Eclipse looks like the picture below:Moonrise is the best dark theme I have ever seen for Eclipse!Just follow the steps on the website and Enjoy! : Dark theme works well with Eclipse 4.5 onward with Windows 10.  No more black text on black background  Update June 2014: As mentioned din "" mentions: A new dark window theme has been introduced. This popular community theme demonstrates the power of the underlying Eclipse 4 styling engine..  Plug-ins can contribute extensions to this theme to style their own specific views and editors to match the window theme.  Update April 2013: It seems the solution below don't work well with Eclipse Juno 4.2 and Windows 8 according to  mentions: .  That can be done with the Eclipse Colour Theme plugin () although you get a fine set of dark themes with the default plugin install and may not need to come back to their website for any more. Get the plugin here. .  This plugin gives you a GUI editor for the chrome colour scheme: .  If you want a dark one go ahead and click away until eclipse is dark. Once you are done some GUI surface area will show through the system theme as mentioned at the top of this post.  Rather than using that editor you could install the pre-baked Dark Juno theme instead.  The install is manual.  Start by downloading it from here: .  It has to be copied into your eclipse dropins folder. This lives next to the eclipse executable not in your workspace or someplace like that. In my case the command to do the copy was: You could be running eclipse from any directory though so which eclipse will tell you where it should go.  Restart eclipse and you should find a Dark Juno option under . It is a nice neutral grey with some gradients and is a very good option. ~~~~~~~~~~~~~~ Update December 2012 (20 months later): The blog post ""  It proves that again the concise codes and advanced features could be achieved by contributing or extending with the external form(like library framework).  New language is not necessary just for this kind of purpose. Update July 2012 (15 months later): I have seen one! (Ie a fully dark theme for Eclipse) as reported by "":   If you export your plug-in place it in the “dropins” folder of your Eclipse installation and your styling is available. "" for an example based on gtkrc resource. Original answer: March 2011 Note that a full dark theme will be possible with e4.(see : ""Fresh up your Eclipse with super-awesome color themes!"" Here is a screenshot:You'll find it there:) Insert the custom css in css editor of Chrome Theme. I spend several hours with CSS Spy to find out all the relevant information to make eclipse as black and this file as small as possible. There is also an .epf File for the Chrome Theme plugin preferences you should import.You can get it from my dropbox:   In the end your eclipse will look like this:I've build a win 7 dark theme base on the popular windows 7 'concave 7' theme for eclipse dark juno theme.And I also create a dark theme inspired from the editor color theme 'Zenburn' created by Janni Nurmin Here are photos of this theme: All settings of this theme is available on github: (I use guari and retta and I think that looks real good :)  I hope that it will  help someone :) Darkest Dark is the best dark theme.It also comes with different toolbar icon shapes. Here's the link :  I use the below adjusted 'Smart Inversion Alt 2' matrix where the black is lightened a little."
16,java - How to increase IDE memory limit in IntelliJ IDEA on Mac? ,"I'm using IDEA 12 Leda on Mountain Lion. I wanted to increase the maximum memory that IDE can use. I set the VMOptions in Info.plist file to be come from? I need to remove it.Since IDEA 15.0.4 you can use  is no longer recommended as the signature will not match and you will get issues depending on your system security settings (app will either not run or firewall will complain on every start or the app will not be able to use the system keystore to save passwords). As a result of addressing  a new way to supply JVM options was introduced in IDEA 12: Now it can take VM options from   and system properties  from  setting.  As for the intellij2018 version I am using the following configuration for better performance go to that path ""C:\Program Files (x86)\JetBrains\IntelliJ IDEA 12.1.4\bin\idea.exe.vmoptions"" and change size to -Xmx512m hope its will work OSX 10.9 if you dont bother about signed application you might just change It looks like IDEA solves this for you (like everything else).  When loading a large project and letting it thrash it will open a dialog to up the memory settings.  Entering 2048 for Xmx and clicking ""Shutdown"" then restarting IDEA makes IDEA start up with more memory.  This seems to work well for Mac OS though it never seems to persist for me on Windows (not sure about IDEA 12). On my machine this only works in  causes the IDEA to hang during startup. Some addition to the top answer here "
17,Why is debugging better in an IDE? ,"I've been a software developer for over twenty years programming in C Perl SQL Java  PHP JavaScript and recently Python.  I've never had a problem I could not debug using some careful thought and well-placed debugging  statements? Can you suggest resources (tutorials books screencasts) that show the finer techniques of IDE debugging? Sweet answers!  Thanks much to everyone for taking the time.  Very illuminating.  I voted up many and voted none down.   Some notable points:Some examples of some abilities that an IDE debugger will give you over trace messages in code: In summary print statements are (generally) > toolkit at your fingertips. When I first started coding I couldn't understand what the big deal with debuggers was and I thought I could achieve anything with tracing (granted that was on unix and the debugger was GDB).  But once you learn how to properly use a graphical debugger you don't want to go back to print statements. An IDE debugger lets you change thevalues of variables at run-time.  An IDEdebugger lets you see the value ofvariables you didn't know you wantedto see when execution began.  An IDEdebugger lets you see the call stackand examine the state of thefunction passed weird values. (think this function is called fromhundreds of places you don't knowwhere these weird values are comingfrom)  An IDE debugger lets youconditionally break execution at anypoint in code based on a conditionnot a line number. An IDE debugger will let you examine the state of the program in the case of an unhandled exception instead of just crapping out. Here's one thing that you definitely cannot debug with ""print"" statement which is when a customer brings you memory dump and says ""your program crashed can you tell me why?"" I think debugging using print statements is a lost art and very important for every developer to learn.  Once you know how to do that certain classes of bugs become much easier to debug that way than through an IDE.  Programmers who know this technique also have a really good feel of what's useful information to put in a log message (not to mention you'll actually end up reading the log) for non-debugging purposes as well. That said you really should know how to use the step-through debugger since for a different class of bugs it is WAY easier.  I'll leave it up to the other excellent answers already posted to explain why :) Off the top of my head: As alternative to debug in IDE you can try great Google Chrome extension ) is .NET only so you might want an older one (like in the first link) if you want native code debugging (it covers both .NET and native).  I personally feel the answer is as simple as ""A integrated debugger/IDE gives you a wealth of different information quickly without the need for punching in commands. The information tends to be there in front of you without you haven't tell it what to show you. The > in which the information can be retrieved is what makes them better than just command-line debugging or ""printf"" debugging. Advantages of a debugger over a printf () Can set watchpoints. This is one of my favourite ways of finding memory corruptions Can debug a binary that you can't recompile at the moment Can debug a binary that takes a long time to recompile Can change variables on the fly Can call functions on the fly  Doesn't have the problem where debug statemenets are not flushed and hence timing issue can not be debugged acuratly Debuggers help with core dumps print statements dont' This is what I use most on VS.NET debugging windows: In summary it gives me a 360 degree view of the state of my executing code not just a small window.  Never found a book teaching this kind of stuff but then again it seems to be quite simple it's pretty much WYSIWYG.  A debugger can attach to a running process Often easier to debug threaded code from a debugger With an IDE debugger you can see the values of ALL the variables in the current scope (all  the way up the call stack) whenever you halt execution.  Print statements can be great but dumping so much information to the screen at any given place can produce a >. You just need to define some actions that print required state in each breakpoint start the console debugger with . A problem with using print statements is it makes a mess of your code. IE you have a function with 10 parts to it and you know it crashes somewhere but you're not sure where. So you add in 10 extra print statements to pinpoint where the bug is. Once you've found and solved your bug you now have to clean up by removing all of those print statements. Maybe you'll do that. Maybe you'll forget and it'll end up in production and your user's console will be full of debug prints. Wauw do I like this question. I never dared to pose it... It seems that people just have different ways of working.For me what works best is: I've earned my living programming for over 40 years now working at non-trivial technical and scientific applications in C++ and Python daily and I have the personal experience that a debugger doesn't help me a bit. I don't say that's good. I don't say that's bad. I just want to share it. It's not just debugging.  An IDE helps you build better software faster in a lot of ways: I could go on."
19,Tips for using Vim as a Java IDE? ,"I'm addicted to Vim it's now my de facto way of editing text files. Being that it's mainly a text editor and not an IDE has anyone got tricks for me to make it easier when developing Java apps? Some questions I have: Anything else (other than ""Don't do it!"") that I should know about?Some tips: Have fun :-) I've been a Vim user for years.  I'm starting to find myself starting up Eclipse occasionally (using the vi plugin which I have to say has a variety of issues).  The main reason is that Java builds take quite a while...and they are just getting slower and slower with the addition of highly componentized build-frameworks like maven.  So validating your changes tends to take quite a while which for me seems to often lead to stacking up a bunch of compile issues I have to resolve later and filtering through the commit messages takes a while. When I get too big of a queue of compile issues I fire up Eclipse.  It lets me make cake-work of the changes.  It's slow brutal to use and not nearly as nice of an editor as Vim is (I've been using Vim for nearly a decade so it's second nature to me).  I find for precision editing—needing to fix a specific bug needing to refactor some specific bit of logic or something else...I simply can't be as efficient at editing in Eclipse as I can in Vim. Also a tip: This makes ). I have just uploaded  for the development of Java Maven projects. And don't forget to set the highlighting if you haven't already:  EDIT:  Oh an BTW i've tried eclim off and on but the reason I like vim is its lightness.  Executing eclipse even on headless mode is just too much mental lifting for me. EDIT2:  I've been using playframework lately and this will probably work with maven builds too: For compiling you can configure VIM's make to run maven or in mycase run a build script tee that to a file. ""play_compile"" is just a compile script.  It uses SBT so Maven should work just fine here.  Even direct javac will work.  This way you can use VIM""s quickfix buffer (:cnext :clist: cprev etc). For jumping around the classes I use .  Its beautiful. Use it.  Faster than eclipse in jumping around files. For jumping around methods I use tagsearch with exuberant c-tags. Jump into method declarations by using ctrl-].  Go back    usingCtrl-o.  Doesnt work as good as eclipse but it works good enough. I use  is a nice tool for coding with useful snippets (like in TextMate). You can use (or modify) a pre-made package or make your own."
20,Using Emacs as an IDE ,"Currently my workflow with Emacs when I am coding in C or C++ involves three windows.  The largest on the right contains the file I am working with.  The left is split into two the bottom being a shell which I use to type in compile or make commands and the top is often some sort of documentation or README file that I want to consult while I am working.  Now I know there are some pretty expert Emacs users out there and I am curious what other Emacs functionally is useful if the intention is to use it as a complete IDE.  Specifically most IDEs usually fulfill these functions is some form or another: For a few of these it's pretty obvious how Emacs can fit these functions but what about the rest?  Also if a specific language must be focused on I'd say it should be C++.   One user pointed out that I should have been more specific when I said 'what about the rest'.  Mostly I was curious about efficient version control as well as documentation lookup.  For example in SLIME it is fairly easy to do a quick hyperspec lookup on a Lisp function.  Is there a quick way to look up something in C++ STL documentation (if I forgot the exact syntax of  for example)?You'll have to be specific as to what you mean by ""the rest"".  Except for the object inspector (that I""m aware of) emacs does all the above quite easily: Edit: I realize my answer about documentation lookup really pertained to code navigation.  Here's some more to-the-point info:   Google searching will no doubt reveal further examples. As the second link shows looking up functions (and whatever) in other documentation can be done even if not supported out of the box. I have to recommend .  I'm also working on article about using Emacs as Development Environment for many languages - C/C++ Java Perl Lisp/Scheme Erlang etc... For version control there are several things that you can use depending on what version control system you use. But some of the functionality is common to all of them. It is pretty simple to use no need to customize your init file.You just need to start emacs in daemon mode; This will create an emacs server then you can connect it either from terminal or from gui. I'd also recommend to create some aliases to make it easy to call.  This way emacs will fire up even faster than gedit promise. The one possible problem here if you are running emacs daemon from your casual user you probably can't connect emacs server as  .  For compiling your code it's best to use shell-commands. I am working on this project  very useful.  Truly emacs can be made to do anything. In the recent years Clang became an important part of the Emacs C++ support. Atila Neves had a talk on CppCon 2015:. The other thing it has that I find useful are parsers for location messages so that if you have a call stack trace and want to edit at a particular place in the callstack this front-end interface will can do that.  By far this program could use improvement. But then it could also use people working on it to improve it.  Disclaimer: I work on realgud"
23,Can IntelliJ IDEA encapsulate all of the functionality of WebStorm and PHPStorm through plugins? ,"I am in the market for a new IDE but am confused about the overlap between some of Jetbrains' offerings. It looks like IntelliJ IDEA has plugins that allow you to do Node.js and php development.  Can IntelliJ IDEA do everything that WebStorm and PHPStorm do through plugins or do they have special features not available in IDEA? I am hoping to have a single polyglot IDE for all development.All of the functionality of our lightweight IDEs can be found within IntelliJ IDEA (you need to  Definitely a great question.I've noted this also as a sub question of the choice for versions within IDEa that this link may help to address...  it as well potentially possesses a ground work for looking at your other IDE choices and the options they provide. I'm thinking WebStorm is best for JavaScript and Git repo management meaning the HTML5 CSS Cordova kinds of stacks which is really where (I believe along with others) the future lies and energies should be focused now... but ya it depends on your needs etc. Anyway this tells that story too... intellij idea is the best IDE on market. I supports all the fetures of its lightweight IDEs like webStrom pyCham etc. It even works sama as Android Studio.There are only 2 differences1. Creation (""Open Directory"") used in lighter products2. It consumes a lot of memory processor and specially BATTERIES (as its like a super set of all ides)"
26,IDE for JavaScript development ,What do you suggest for JS development IDE. Is there something similar to VisualStudio IDE so I can run/debug my application in it?A few options: At JetBrains we've just developed lightweight  that includes very smart JavaScript Editor with DOM-based autocompletion and HTML5 API support.It allows you to debug(breakpoints supported) and run your scripts directly from IDE. I think IntellJ's JavaScript support is excellent just like everything else that they do.  Standalone or as a Eclipse plugin. The Pro version has some nice addons like the embedded IE (to the always embedded Firefox) and debugging support for both browsers.I found after hours of testing that Suns  is the best PHP and Python IDE for Windows and Linux. I was surprised that also Javascript support can hold the candle to Aptana. So Netbeans is my recommendation (not only for Javascript). Give it a try its free!  I've found  Eclipse and JSEclipse plugin and of course Firefox + Firebug the ultimate duo. You'll find this development setup satisfactory. Aptana is a great IDE as it will provide intelli-sense for CSS javascript html java etc.  The debugger gives you the choice to run in FF or IE and is a full featured debugger.  The community edition allows you to run a server side javascript as well.  A very solid and feature rich platform for free.
