3,vim - Why should I use an IDE? ,"In another question  speaks highly of IDEs saying ""some people still just dont know ""why"" they should use one..."".  As someone who uses vim for programming and works in an environment where most/all of my colleagues use either vim or emacs for all of their work what are the advantages of IDEs?  Why should I use one? I'm sure this is a charged issue for some people and I'm not interested in starting a flame war so .  I'm not interested in hearing about why I shouldn't use an IDE; I already don't use one.  I'm interested in hearing from ""the other side of the fence"" so to speak. If you think that IDEs may be suitable for some types of work but not others I'm also interested to hear why.It really depends on what language you're using but in C# and Java I find IDEs beneficial for: All of these save time. They're things I could do manually but with more pain: I'd rather be coding. Code completion. It helps a lot with exploring code. The short answer as to why I use an IDE is laziness. I'm a lazy soul who doesn't like to do things a difficult way when there is an easy way to do it instead. IDE's make life easy and so appeal to us lazy folk. As I type code the IDE automatically checks the validity of the code I can highlight a method and hit F1 to get help right click and select ""go to to definition"" to jump straight to where it is defined. I hit one button and the application with debugger automatically attached is launched for me. And so the list goes on. All the things that a developer does on a day to day basis is gathered under one roof. There is no need to use an IDE. It is just much harder work not to. I don't think it's fair to do the classic ""text editor and console window vs IDE"" when ""text editor"" is really emacs. Most features that are typical for IDE:s are also in emacs. Or perhaps they even originated there and modern IDE:s are mainly interface improvements/simplifications. This means that for the original question the answer is not so clear-cut. It depends on > power of Vim using something like the  and Emacs fulfil many functions any IDE will give you. The only aspect they do not handle that a larger IDE may are things like UI designers. Then your question boils down to simply ""what IDE should I use"" with arguments to be made for the simpler realm of Vim and Emacs. For me an IDE is better because it allows faster navigation in code which is important if you have something in your mind to implement.Supposed you do not use an IDE it takes longer to get to the destination. Your thoughts may be interupted more often. It means more clicks/more keys have to be pressed.One has to concentrate more on the thought how to implement things.Of course you can write down things too but then one must jump between the design and implementation.Also a GUI designer makes a big difference. If you do that by hand it may take longer. GUI-based IDEs like Visual Studio and Eclipse have several advantages over text-based IDEs like Emacs or vim because of their display capabilities: Basically with a GUI-based IDE you can get more useful information on screen at once and you can view/edit graphical portions of of your application as easily as text portions. One of the coolest things to experience as a developer is editing a method that computes some data and seeing the live output of your code displayed graphically in another window just as your user will see it when you run the app.  Now that's WYSIWYG editing! Text-based IDEs like Emacs and vim can add features like code completion and refactoring over time so in the long run their main limitation is their text-based display model. I also almost exclusively use Vim (almost because I'm trying to learn emacs now) for all my development stuff. I think sheer intuitiveness (from the GUI of course) is the primary reason why people like to use IDEs. By being intuitive little to no learning overhead of the tool is required. The lesser the learning overhead the more they can get work done. An  allows one to work faster and more easily... I noticed I spent a lot of time navigating in the code in a simple text editor... In a good IDE that time goes down if the IDE supports jumping to functions to previous editing positionto variables... Also a good IDE reduces the time to experiment with different language features and projects as the start-up time can be small. A couple of reasons I can think of for using an IDE: And quite frankly I like my mouse. When I use pure text-based editors it gets lonely. Saves time to developMakes life easier by providing features like Integrated debugging intellisense. There are lot many but will recommend to use one they are more than obvious. I'm not sure there's a clear dividing line between a text editor and an IDE. You have the likes of Notepad at one end of the scale and the best modern IDEs at the other but there are a lot of thing in between. Most text editors have syntax highlighting; editors aimed at programmers often have various other features such as easy code navigation and auto complete. Emacs even lets you integrate a debugger. The IDEs of even ten years ago had far less features to help programmers than you'd expect of a serious text editor these days. My main  reason to use one is when the code goes beyond 100 files. Although ctags can do the work  have a pretty good way to navigate the files easily an super fast. It saves time when you have a lot of work to do. To me it's just the the GUI version of everything we did in the good old days of the terminal. I will always agree that IDE are not very superior because they hide a lot of stuff especially concerning the linking stuff but they have a notable advantage in some cases for example with certain development platforms like Qt. Some IDE like visual of others even seem to parse your code as you type it and detect errors before you even compile: it seems logics that only an IDE can work closely with a compiler to immediately detect problem in the typed source. My wild answer that the IDE/Command-line flame war exists is just because the C/C++ executable building is not very well handled from a standardized point of view unlike with the D language; every platform handles compiling/linking/etc its own way so to make it less messy they make an IDE. From your viewpoint it might be more simple to use the command-line if there would have been only one compiler with standard options it would have been easy but the truth is C/C++ is flexible so in the end all platform do it their own way hence the IDE to not waste explaining how to do it. If you can learn how an executable talks to the kernel or if you know anything about compiler design maybe there is a way to work with a proper command-line but I doubt you have. Microsoft or Apple all evil they would be have to propose a straight-forward way to build application without entering in the details and since building an application depends directly on the architecture of the OS it will hardly be ""standard"" as the command-line is. To put it simple big and complex applications where you don't want to dig too deep into what it does -&gt; IDE little pieces of software or simple system software-design -&gt; command-line. Except of course those nifty libraries that embed a Makefile but that's another story. Also I think IDE are used when the application delivered has something to do with ironically a GUI or something that has an interface or is directly bound to an OS so again it's also for people who will use a UI/GUI without knowing how it works while people who will program systems won't need it all. IDE is just modern shit but I think in 100 years the command-line will still exist. I like an IDE because it puts a lot of functionality at my fingertips.  Editing/Compilation/visibility of files in the project are all things I value in an IDE.  I use Visual Studio now but in a former life I used SlickEdit and found that it made my development process more streamlined than when I wasn't using it. There's only one thing to consider when deciding whether to use an IDE or not and that's whether it makes you more productive or not. Short question so short answer :) It depends highly on what you're doing and what language you're doing it in.  Personally I tend to not use an IDE (or ""my IDE consists of 3 xterms running vim one running a database client and one with a bash prompt or tailing logs"" depending on how broadly you define ""IDE"") for most of my work but if I were to find myself developing a platform-native GUI then I'd reach for a language-appropriate IDE in an instant - IMO IDEs and graphical form editing are clearly made for each other."
18,macos - C++ IDE for Macs ,I teach a C++ course using Visual Studio.  One of my students has a Mac and was looking for an IDE to use on his machine. What would be good to recommend? library. It's the one I use. Another (albeit non-free) option is to install VMware Fusion or Parallels Desktop on the Mac and run Windows with Visual Studio in a VM. This works really pretty well.  The downsides are: The upside is that you and the student don't need to hassle with differences in the IDE that may not be accounted for in your instruction materials. If you are looking for a full-fledged IDE like Visual StudioI think Eclipse might be your best bet. Eclipse is also highly extensible and configurable. See here:  is free and good which is lucky because it's pretty much the only option on the Mac.
33,Which Android IDE is better - Android Studio or Eclipse? ,I'm starting to develop for Android. Which IDE should I use - Android Studio or Eclipse sdk?I would like to know which one is better.Working with Eclipse can be difficult at times probably when debugging and designing layouts Eclipse sometimes get stuck and we have to restart Eclipse from time to time. Also you get problems with emulators.  Android studio was released very recently and this IDE is not yet heavily used by developers. Therefore it may contain certain bugs.  This describes the difference between android android studio and eclipse project structure:  The use of IDE is your personal preference.But personally if I had to choose Eclipse is a widely known trusted and certainly offers more features then Android Studio.Android Studio is a little new right now. May be it's upcoming versions keep up to Eclipse level soon. Both are equally good. With Android Studio you have ADT tools integrated and with eclipse you need to integrate them manually. With Android Studio it feels like a tool designed from the outset with Android development in mind.Go ahead they have same features. From the Android Studio download page: Caution: Android Studio is currently available as an early access preview. Several features are either incomplete or not yet implemented and you may encounter bugs. If you are not comfortable using an unfinished product you may want to instead download (or continue to use) the ADT Bundle (Eclipse with the ADT Plugin). My first choice is  which I just finished. It shows you exactly how to use all the features of Eclipse that are useful for developing Android apps. There's also a brief section on getting set up to develop from the command line and from other IDEs.
38,What is the best IDE for C Development / Why use Emacs over an IDE? ,"so as per one of my previous questions I'm brushing up on my C skills.  Thanks for posting links which answer some of my questions but I guess what I'm really wondering about is: Whether learning to edit using emacs / vim and compiling / debugging using the gcc-toolchain is worth it instead of just using an IDE and why? What are peoples reasons for not migrating to an IDE? Has anyone moved from terminal-centric development to IDE development and why did they move?I started off by using IDEs Microsoft or not. Then while working on QNX some long time ago I was forced to do with a text editor + compiler/linker. Now I prefer this simple combination––a syntax highlighting editor + C compiler and linker cli + make––to any IDEs even if environment allows for them. The reasons are for me: it's everywhere. If you program in C you do have the compiler and usually you can get yourself an editor. The first thing I do––I get myself nedit on Linux or Notepad++ on Windows. I would go with vi but GUI editors provide for a better fonts and that is important when you look at code all day you can program remotely via ssh when you need to. And it does help a lot sometimes to be able to ssh into the target and do some quick things there it keeps me close to CLI preferably UNIX/Linux CLI. So all the commands are on my fingertips and when I need them I don't have to go read a reference book. And UNIX CLI can do things IDEs often can't––because their developers didn't think you'd need them most importantly it is very much like seeing the Matrix in raw code. I operate files so I'm forced to keep them manageable. I'm finding things in my code manually which makes me keep it simple and organized. I do Config Management explicitly so I know when I'm synced and how. I know my Makefiles because I write them and they only do what I tell them to (if you wonder if that works in ""really big projects""––it does work and the bigger the project the more performance it gains me) when people ask me to look at their code I don't have to learn the IDE they use I've moved from a terminal text-editor+make environment to Eclipse for most of my projects. Spanning from C and C++ to Java and Python to name few languages I am currently working with. The reason was simply productivity. I could not afford spending time and effort on keeping all projects ""in my head"" as other things got more important.  There are benefits of using the ""hardcore"" approach (terminal) - such as that you have a much thinner layer between yourself and the code which allows you to be a bit more productive when you're all ""inside"" the project and everything is on the top of your head. But I don't think it is possible to defend that way of working just for it's own sake when your mind is needed elsewhere. Usually when you work with command line tools you will frequently have to solve a lot of boilerplate problems that will keep you from being productive. You will need to know the tools in detail to fully leverage their potentials. Also maintaining a project will take a lot more effort. Refactoring will lead to updates in make-files etc. To summarize: If you only work on one or two projects preferably full-time without too much distractions ""terminal based coding"" can be more productive than a full blown IDE. However if you need to spend your thinking energy on something more important an IDE is definitely the way to go in order to keep productivity. Make your choice accordingly. Emacs >. I have used Eclipse with the CDT plug in quite successfully. Emacs would be better if it had a text editor in it... :-) Use . Crossplatform as it is 100% pure Java. Not the fastest IDE on earth but for Java actually very fast very flexible not that nice looking though. Both have very sophisticated code folding syntax highlighting (for all languages you can think of!) and are very flexible regarding configuring it for you personal needs. jEdit is BTW very easy to extend to add whatever feature you may need there (it has an ultra simple scripting language that looks like Java but is actually ""scripted""). If you're on Windows then it's a total no-brainer: Get Visual C++ Express."
47,What's a good IDE for Erlang programming? ,"As far as I know there's Erlang plugin for NetBeans and Eclipse. Which one has the upper hand at the moment?  Are there any other IDE for Erlang which I didnt mention and how good are they when compare with NetBeans and Eclipse? The best IDE for Erlang is Emacs. However the mode which ships with Erlang isn't the best. ). Pros:Syntax highlight autocompletion and suggestion all work well.During suggest it will display some documentationif available: very useful when exploring a module. Error and warning annotiations are quick and helpful. All things considered the user experience is good especially if you are used to eclipse. Cons:Erlide can also run your modules but I find the shell is too clunky to be usable. I always keep a ""real"" erlang shell open and compile/test my code from there. There is also a Textmate bundle (google) but I have not tried that yet. Erlang mode in Emacs is the generally recommended IDE.  and Vimthey are good enough for developing.Geany can also compile and run the code. . I'm using sublime text on windows mac and linux Emacs or VIM is not a good choice if you didn't have experience on them.There a too many bugs in Eclipse...And IntelliJ IDEA is the best IDE"
50,What IDE is the Delphi IDE developed in? ,Out of curiosity does anyone know which IDE the developers of the Delphi IDE are using?In Delphi (probably the previous version). The compiler itself is written in C but the IDE is written in Delphi. Through the  you can actually access the various objects like TActions that exist in the IDE.
51,testing - Online IDE for Python ,Is there any web-based IDE that I can use to run quick tests? There're a dozen for PHP and some for even Java but I haven't found yet that runs Python. If there's an  that'd be better. ThanksYou might want to give a try at: These aren't full IDEs but there are a lot of options for online python interpreters: I'm trying out  is good too. I'm pretty sure that IDE's are the last kind of programs that will ever go web based because a good IDE needs to be so extremely interactive if it wants to be good. I really don't see a reason for this and others seem to agree because there isn't any.And no an interactive web shell or compiler has nothing to do with an IDE.  
56,clang-based cross-platform C++ IDE? ,The  C++ compiler claims to be built for among other things better IDE integration by providing an API for the IDE to use for tasks such as parsing the code. So are there are any good C++ IDE's that use clang to provide features such as semantic highlighting refactoring and finding and showing semantic errors in real-time? I've been using Eclipse CDT but its C++ parser is full of imperfections that cause the IDE to report a lot of annoying false positive errors in the code. I would like to have an IDE that reports an error if and only if the compiler would report the same error hence my interest in an IDE that's built on a compiler's internals. I'm primarily interested in cross-platform IDE's although I wouldn't mind knowing about single-platform ones for Windows or Linux (so  Xcode).Qt Creator is basing their next-gen code parsing and associated functionality on Clang:  Clearly advertises libclang backend as a main feature.
59,java - MATLAB IDE setup : Eclipse IDE error : JVM ,I have installed eclipse 3.4 and it's working. I tried to setup IDE with 'eclipseidesetup'. when I give the eclipse path and press OK it says:  which is absolutely wrong because my eclipse is working and my JVM is 64-bit because of my system. what's making this happen? I've read this matlab help articles and none helped: OS: Linux mint - kernel 3.14.17 - 64bitMATLAB R2014aFirst of all you should  to make it run properly.
61,Python documentator IDE guiding ,Suppose I have such function: In my case the IDE has no way to know what goes in there.How I tell it by using comments? In case of PHP i've used something like this Another use case is when I know that in some case some proxy will return some objectIDE has no chance to know but I know for sure and want to specify this by comment to help myself in future and to help IDE. In PHP while using PhpStorm I would do following: How can I achieve same behavior with PyCharm specificaly and python documentators in common?Use a  see the following pseudo code: I am not sure if it will work in PyCharm (I don't use it) - but for Python 3  were added. You can put those into the definition of a function: Maybe PyCharm will use this to define which methods are available on someobject.  After a small test I guess this should work (which is pretty awesome).
62,Disconnect other IDE instances in Cloud9 IDE ,I was wondering if there's a way to disconnect other IDE instances in Cloud9 IDE because I left C9 IDE on at work and I have the code highlighted which makes it hard to work with when I get home.There's currently no way to remotely disconnect other collaborators (which you became once you opened your workspace on multiple tabs) but you could disable collaboration altogether by adding  to the IDE URL which should remove the code highlighting.
65,ide - Is there a way to collapse all code blocks in Eclipse? ,"Eclipse has that ""+/-"" on the left to expand and collapse blocks of code. I've got tens of thousands of lines to go through and would really like to just collapse everything and selectively expand blocks to look at them.There is a hotkey mapped by default to  close all code blocks is "
