1,performance - Why is the Android emulator so slow? How can we speed up the Android emulator? ,I have got a  should start fairly quickly on such a machine but for me it does not. I have followed all the instructions in setting up the IDE SDKs JDKs and such and have had some success in starting the emulator quickly but that is very rare. How can I if possible fix this problem? Even if it starts and loads the home screen it is very sluggish. I have tried the  (Ganymede). Currently it supports only Intel® VT (Intel Virtualization Technology). The Android emulator is based on . The interface between QEMU and the HAXM driver on the host system is designed to be vendor-agnostic. Update Eclipse:Make sure your Eclipse installation and the ADT plug-in are fully up-to-date. Update your Android Tools:After each Eclipse plug-in update it is important to update your Android SDK Tools. To do this launch the Android SDK Manager and update all the Android SDK components. To take advantage of HAXM you must be on at least release version 17. C:\ProgramFiles\Android\android-sdk\extras\intel\Hardware_Accelerated_Execution_ManagerFor those still interested:Try using  on May 15 2012.  This worked for me. The emulator is now fast and the UI is smooth. The first half of the instructions are detailed enough so I will assume you were able to install the Intel x86 Atom System Image(s) using the Android SDK manager as well as Intel HAXM. Now to ensure that everything else is set up so you can enjoy a highly performing emulator: And start it: If HAXM is working properly you may see this message when launching the emulator: HAX is working and emulator runs in fast virtual mode Otherwise you may see this error: HAX is not working and the emulator runs in emulation mode emulator:   Failed to open the hax module  (Gingerbread)).Developing on a Mac would be better. Why use an emulator BTW? Using a real phone makes more sense. As of Revision 17 of Android SDK Tools the emulator can use graphic acceleration and CPU-provided extensions for better efficiency. The prerequisites and full configuration and user notes are at:    After these changes Android Emulator was launching in 5-10 seconds and running without any noticeable lag.Be aware that these features are hardware dependent (CPU/GPU) and may not work on some systems. A new option is the  file you've deployed. Android emulator is dead slow. It takes 800MB memory while running.If you are on Windows You can use Microsoft Android Emulator. It is superb provides you functionalities more than Android Studio Emulator. And most important it is fast ( consumes 13MB only).It comes with Visual Studio 2015 Technical Preview. I am using it and happy with it. I downloaded and installed entire VS pack I need to look how we can install VS Emulator only.  EDIT:Try  version and then go to app open Settings/Preferences the go to Build Execution Deployment → Instant Run. Click on Enable Instant Run. And After That This will ensure you have the correct gradle plugin for your project to work with Instant Run. And Instant run will look like this  However Android Studio is right now in Preview you can try it now.
5,"Does a ""Find in project..."" feature exist in Eclipse IDE? ","Does Eclipse have a way to search a whole project for some text like Xcode's ""find in project"" feature?1. 2. Choose  for plain text search in workspace/selected projects Open any file quickly without browsing for it in the PackageExplorer: Open a type (e.g.: a class an interface) without clicking throughinterminable list of packages: Go directly to a member (method variable) of a huge class fileespecially when a lot of methods are named similarly:  is the best way! Remember to copy the string before you start searching!  Open  Search Dialog  is actually pretty important.When you have last clicked on file you're working on you'll get a different search window - ::yes but you need to open the global search panel.to do so press the binoculars icon on the top right corner of the IDE.  you can even filter searches by function identifiers method scopes an etc... First customize your search dialog.  Incremental search forward / backwards. Type search term after pressing  there is now search windowEclipse will restrict the search result using the Resource Filters defined for your project (eg. right click on you project name and select Properties -&gt; Resource -&gt; Resource Filters). So if you keep getting search hits from parts of your project that your not interested in you could make Eclipse skip those by adding a Resource Filter for them. This is especially useful if you have build files or logs or other temporary files that are part of your projects directory structure but you only want to search amongst the source code. You should also be aware of that files/directories matched for exclusion in the Resource Filters will not show up in the Package Explorer either so you might not always want this. What others have forgotten is   It updates as quickly as you can type and allows for quick navigation using only the keyboard.   A typical workflow starts by pressing the keyboard shortcut   (or   Typing a few letters updates the search result as you type.  Use Up-Down arrow keys to select a match then hit "
8,nullpointerexception - Which @NotNull Java annotation should I use? ,"I'm looking to make my code more readable as well as use tooling like IDE code inspection and/or static code analysis (FindBugs and Sonar) to avoid NullPointerExceptions.  Many of the tools seem incompatible with each others' > > > > >>  > >Since  (whose goal was to standardize .The former comes with JEE. If this is better than  which  might come eventually with JSE or never at all is a matter of debate.I personally prefer . As other packages graduatedfrom  in the past the javax.annotation wouldbe a step in the right direction. I was hoping that they all have basically the same trivial implementationbut a detailed analysis showed that this is not true. First for the similarities: The ). As described in  the impact of runtime annotationsis smaller than one might think but they have the benefitof enabling tools to do runtime checks in addition to thecompile time ones.  Another important difference is > in the code the annotations can be used.There are two different approaches. Some packages use JLS 9.6.4.1 style contexts. The following table gives an overview:  use the contexts defined in JLS 4.11 which is in my opinion the right way to do it. This leaves us with  in this round. To help you to compare further details yourself I list the code of every annotation below.To make comparison easier I removed comments imports and the  annotation.(they all had  except for the classes from the Android package).I reordered the lines and .In and it has a longish implementation. From my experience If you are willing to buy into the Checker Framework just usetheir . These and other helpful Android-specific annotations are available in the : The support library itself has also been annotated with these  annotations so as a user of the support library Android Studio will  already check your code and flag potential problems based on these  annotations. If anyone is just looking for the IntelliJ classes: you can get them from the maven repository with JSR305 and FindBugs are authored by the same person. Both are poorly maintained but are as standard as it gets and are supported by all major IDEs. The good news is that they work well as-is. Here is how to apply @Nonnull to all classes methods and fields by default.See  for details. Just pointing out that the Java Validation API ( framework.Similar to Find-bugs or  is supposed to ship in less than 6 months:-OSimilar to  annotations. For example: If you use the correct  then the annotations  Click the ""police officer"" in the lower right corner of the IntelliJ status bar. And click ""Configure inspections"" in the popup. Next ...   There is another way to do this in Java 8.I am doing 2 things to accomplish what I needed: Example: So my question is do we even need to annotate when using java 8?  Edit: I found out later that some consider a bad practice to use ). The latter is only compatible with Android so it can't be used in non-Android JVM/Java/Kotlin projects. However the JetBrains package works everywhere. So if you develop Java packages that should also work in Android and Kotlin (and be supported by Android Studio and IntelliJ) your best choice is probably the JetBrains package. Maven: Gradle: Doesn't sun have their own now? What's this: the artifact containing the  is applied to item with a primitive type). The annotation processor provides additional assurance during the software development process that the information conveyed by the application of these annotations is accurate including in cases of method inheritance. One of the nice things about IntelliJ is that you don't need to use their annotations. You can write your own or you can use those of whatever other tool you like. You're not even limited to a single type. If you're using two libraries that use different @NotNull annotations you can tell IntelliJ to use both of them. To do this go to ""Configure Inspections"" click on the ""Constant Conditions &amp; Exceptions"" inspection and hit the ""Configure inspections"" button. I use the Nullness Checker wherever I can so I set up IntelliJ to use those annotations but you can make it work with whatever other tool you want. (I have no opinion on the other tools because I've been using IntelliJ's inspections for years and I love them.)"
9,intellij idea - Error:java: javacTask: source release 8 requires target release 1.8 ,"Using IntelliJ IDE can't compile any projects. Screenshots of settings below: Used JDK:  Anybody have any ideas? Add the compiler plugin to  node: (Hoisted from the comments.) Note: If you don't mind reimporting your project then the only thing you really need to do is change the pom and reimport the project then IntelliJ will pick up the correct settings and you don't have to manually change them. You need to go to Settings and set under the Java compiler the following: If you are working with Android-studio 1.3 Follow the below steps - Go to  tab choose. And you  are good to go. Under compiler.xml  file you will find : and you can change the target value from your old to the new for me i needed to change it from 1.5 to 1.8  I've just spent a while struggling with the same problem. The only thing that worked for me was not using the built mvn (3.3.9) but pointing it to an external downloaded version (3.5.0). Finally the project opened and everything was good.  In your Gradle app level file  &gt;&gt; compileOptions add this two lines For me the problem was about Maven not able to find proper configurations since these items were specified in parent pom. Changing File -&gt; Settings -&gt; Build Excecution Deployment -&gt; Maven -&gt; User Settings file to point to my custom settings with proper repositories fixed the problem that was otherwise hiding. Found out about the problem through Help -&gt; Show log in explorer -&gt; clicking the log file when previously only got the error in the title and ""java.lang.NullPointerException"" in the console.  you must check that Intellij has auto-imported your project. You can check by clicking on the Maven tab on the right of your Editor.  If your Project is not here then add the  is set appropriately. I have checked all of the above but the error still occurs. But reimport all maven Projects (reload button inside Maven Projects panel) works in my case. Don't forget to set dependencies for your module: This issue occurs if your module is configured with Annotation processor and other module is not.Set the same configuration for all the modules as it wold be cyclic dependency."
11,javascript - How do I get started with Node.js ,Are there any good resources to get started with Node.JS? Any good tutorials blogs or books? Of course I have visited its official website  but I didn't think the documentation they have is a good starting point. Use the source Luke. No but seriously I found that building Node.js from source running the tests and looking at the benchmarks did get me on the right track. From there the .js files in the lib directory are a good place to look especially the file http.js. Update: I wrote this answer over a year ago and since that time there has an explosion in the number of great resources available for people learning Node.js. Though I still believe diving into the source is worthwhile I think that there are now better ways to get started. I would suggest some of the books on Node.js that are starting to come out.
23,Can IntelliJ IDEA encapsulate all of the functionality of WebStorm and PHPStorm through plugins? ,"I am in the market for a new IDE but am confused about the overlap between some of Jetbrains' offerings. It looks like IntelliJ IDEA has plugins that allow you to do Node.js and php development.  Can IntelliJ IDEA do everything that WebStorm and PHPStorm do through plugins or do they have special features not available in IDEA? I am hoping to have a single polyglot IDE for all development.All of the functionality of our lightweight IDEs can be found within IntelliJ IDEA (you need to  Definitely a great question.I've noted this also as a sub question of the choice for versions within IDEa that this link may help to address...  it as well potentially possesses a ground work for looking at your other IDE choices and the options they provide. I'm thinking WebStorm is best for JavaScript and Git repo management meaning the HTML5 CSS Cordova kinds of stacks which is really where (I believe along with others) the future lies and energies should be focused now... but ya it depends on your needs etc. Anyway this tells that story too... intellij idea is the best IDE on market. I supports all the fetures of its lightweight IDEs like webStrom pyCham etc. It even works sama as Android Studio.There are only 2 differences1. Creation (""Open Directory"") used in lighter products2. It consumes a lot of memory processor and specially BATTERIES (as its like a super set of all ides)"
28,macos - What's a good IDE for Python on Mac OS X? ,I'm about to start a new job where the coding practices are heavily centered around TDD and refactoring and whose primary development language is Python.  I come from the Java world and have been a confident user of Eclipse for a good long time.  When not working in Java I use emacs. I'm looking for an IDE for Python that will give me a lot of the capabilities I've grown used to with Eclipse not only for refactoring but in terms of code completion project management SCM integration (currently CVS but likely to switch to git one of these days) et al. What IDE should I use?Have tried many different (Kate Eclipse Scite Vim Komodo): each one have some glitches either limited functions or slow and unresponsive. Final choice after many years: Emacs + ropemacs + flymake. Rope project file open dialog is extremely quick. Rope refactoring and code assist functions are super helpful. Flymake shows syntax mistakes. Emacs is the most configurable editor. I am very happy with this config.  Python related part of config is here: public.halogen-dg.com browser/alex-emacs-settings/configs/cfg_python.el My 2 pennies check out PyCharm It's lightweight and offers Code Completion. Costs money. EDIT:Apparently Chocolat was an interesting option in 2013 but since then many others came up and development stalled. Nowadays I recommend Visual Studio Code + Python Plugin.
34,Another git process seems to be running in this repository ,"I'm trying to learn how to use Git and have created a small project with an HTML CSS and Javascript file. I made a branch from my basically empty project and then made some changes to my code. I tried staging the changes but I get the following error message: Granted I did run into problems trying to commit my empty project earlier and just quit git bash since I didn't know how to get out of where I somehow had gotten.  Is there any way for me to fix this or should I just start a new repository?Try deleting ) It may be happening your  is corrupted create new branchgit branch #check branch. I have  created a new branch and working . use following command in case you are facing Another git process seems to be running in this repository e.g.an editor opened by 'git commit'. Please make sure all processesare terminated then try again. If it still fails a git processmay have crashed in this repository earlier:remove the file manually to continue.and after reset command use git status git add and git commit -a or git commit -m ""your message"" git push origin master.  Though there is an alternative above but that didn't solve mine.In my case I delete the ""git"" plugin in ./zshrc and reboot the computer then the issue is gone I guess the zsh plugin had done something conflict the original git command.  directory. It might help someone. In case can help somebody else...I tried with command line  folder For me the solution was as simple as closing my IDE and then checking out.  A teammate of mine had accepted my PR and merged the code via TFS.  Removing the .lock files did not work."
35,debugging - IDE and Debugger for node.js ,I am going to start building project in node.js (was working in PHP before) What is the IDE Debugger and Helping Tools for node.js to help improvement while coding ?There are several IDEs which support Node.js natively: WebStorm 3.0 does all this stuff.It auto completes in a smart way includes nice debugging and unit testing. It also include number of inspection for javascript which is also pleasant.Now RC version is available but JetBrains assure that it'll be released soon.  I use IntelliJ's Webstorm:  for it's advance auto-complete features and Node.js/NodeUnit templates.
36,java.io.Console support in Eclipse IDE ,"I use the Eclipse IDE to develop compile and run my Java projects. Today I'm trying to use the  when an application is run ""through"" Eclipse. Eclipse run the program on a background process rather than a top-level process with the console window we're familiar with. Is there a way to force Eclipse to run the program as a top level process or at least create a Console that the JVM will recognize? Otherwise I'm forced to jar the project up and run on a command-line environment external to Eclipse.I assume you want to be able to use step-through debugging from Eclipse. You can just run the classes externally by setting the built classes in the bin directories on the JRE classpath. You can debug using the remote debugger and taking advantage of the class files built in your project. In this example the Eclipse project structure looks like this:  So all you have to do any time you want to debug the app is: You can track this issue in  offers alternatives to using System.console(). One is to use a BufferedReader wrapped around System.in the second is to use a Scanner wrapped around System.in.  Neither are as concise as console but both work in eclipse without having to resort to debug silliness! Let's say your Eclipse workspace is C:\MyWorkspace you created your java application inside a maven project MyProject and your Java main class is com.mydomain.mypackage.MyClass. In this case you can run your main class that uses  on the command line: NB1: if it's not in a maven project check the output folder in project properties | Java Build Path | Source. It might not be ""target/classes"" NB2: if it is a maven project but your class is in src/test/java you'll likely have to use ""target\test-classes"" instead of ""target\classes"""
41,emacs - Best Common Lisp IDE ,I've used Slime within Emacs as my primary development environment for Common Lisp (or Aquamacs on OS X) but are there other compelling choices out there? I've heard about Lispworks but is that [or something else] worth looking at? Or does anyone have tips to getting the most out of Emacs (e.g. hooking it up to the hyperspec for easy reference)? Update: Section 7 of Pascal Costanza's . More resources:There are some flashier options out there but I don't think anything's better than  I use Vim the Ion3 window manager and terminal windows and enjoy it very much.
